id,prefix,question,golden_code,answer,unit,topic,official_cot,is_augmented,question_source,cot_source,answer_source,unit_source,topic_source,prefix_source,golden_code_source
DDT204,DDT,"A solenoid has a cross-sectional area of 6 cm², a turn density of 1000 turns/m, an electric current of 1.5 A. Calculate the magnetic flux through one turn.","import math

# Constants
mu_0 = 4 * math.pi * 10**(-7)  # Permeability of free space in T*m/A
n = 1000  # Turn density in turns/m
I = 1.5  # Current in A
A = 6e-4  # Cross-sectional area in m^2

# Calculate the magnetic flux through one turn in Weber
B = mu_0 * n * I
Phi_B = B * A

final_result = Phi_B
final_result
",1.13 × 10^-6,Wb,induction,"Step 1: Identify the given values: cross-sectional area (A) = 6 cm², turn density (n) = 1000 turns/m, and current (I) = 1.5 A.
Step 2: Convert the cross-sectional area from cm² to m²: A = 6 cm² = 6 × 10^-4 m².
Step 3: Use the permeability of free space constant, μ₀ = 4π × 10^-7 T·m/A.
Step 4: State the formula for the magnetic field (B) inside a solenoid: B = μ₀ × n × I.
Step 5: Calculate B = 4π × 10^-7 × 1000 × 1.5 = 1.885 × 10^-3 T.
Step 6: The magnetic flux through one turn is Φ = B × A.
Step 7: Substitute the values: Φ = 1.885 × 10^-3 × 6 × 10^-4 Wb.
Step 8: Calculate Φ ≈ 1.13 × 10^-6 Wb.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT206,DDT,What is the unit of induced electromotive force?,"# QUESTION: What is the unit of induced electromotive force (EMF)?
# REASONING:
#   EMF is a form of electric potential difference -> SI unit is Volt (V).
final_result = ""Volt (V)""
",Volt (V),-,induction,"Step 1: The question asks for the unit of induced electromotive force (EMF).
Step 2: Electromotive force (EMF) is a measure of the energy provided per unit charge.
Step 3: The standard international (SI) unit for electromotive force (EMF), whether induced or not, is the Volt.
Step 4: The unit of induced electromotive force is the Volt (V).",false,official_original,official_original,verified_matches_official,verified_unit_normalization_or_correction,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT207,DDT,"If a solenoid's cross-sectional area is increased, how does the its self-inductance change?","# Verified final answer for this conceptual or symbolic problem.
# The reasoning steps are provided in the cot field.
answer_text = 'increases in direct proportion'
unit = '—'

final_result = answer_text
final_result
",increases in direct proportion,-,induction,"Step 1: The self-inductance (L) of a solenoid is given by the formula L = (μ × N^2 × A) / l, where μ is the permeability, N is the number of turns, A is the cross-sectional area, and l is the length of the solenoid.
Step 2: From the formula, self-inductance (L) is directly proportional to the cross-sectional area (A), assuming all other factors (μ, N, l) remain constant.
Step 3: If the cross-sectional area of a solenoid is increased, its self-inductance will also increase.
Step 4: Therefore, the self-inductance increases proportionally.",false,official_original,official_original,verified_matches_official,verified_unit_normalization_or_correction,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT208,DDT,"A solenoid has an electric current of 1 A, L = 0.04 H. Calculate the stored magnetic energy.","# Given values
L = 0.04
I = 1

W = 0.5 * L * I**2
final_result = W * 1000
",20.0,mJ,induction,"Step 1: Identify the given values from the question: current (I) = 1 A and inductance (L) = 0.04 H.
Step 2: Recall the formula for the magnetic energy (U_B) stored in an inductor: U_B = (1/2) × L × I^2.
Step 3: Substitute the given values into the formula: U_B = (1/2) × (0.04 H) × (1 A)^2.
Step 4: Calculate the square of the current: (1 A)^2 = 1 A^2.
Step 5: Calculate U_B = 0.5 × 0.04 × 1 = 0.02 J.
Step 6: Convert to millijoules: U_B = 20.0 mJ.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT210,DDT,"In an idead solenoid, where is the magnetic field concentrated?","# Verified final answer for this conceptual or symbolic problem.
# The reasoning steps are provided in the cot field.
answer_text = 'inside the solenoid'
unit = '—'

final_result = answer_text
final_result
",inside the solenoid,-,induction,"Step 1: The question asks about the concentration of the magnetic field in an ideal solenoid.
Step 2: In an ideal solenoid, the magnetic field lines are closely packed inside the coil.
Step 3: Outside an ideal solenoid, the magnetic field is considered negligible.
Step 4: Therefore, the magnetic field is concentrated inside the coil of an ideal solenoid.",false,official_original,official_original,verified_matches_official,verified_unit_normalization_or_correction,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT211,DDT,"A solenoid is 0.5 m long, has 2000 turns. Calculate the turn density.","# Define the variables
length_of_solenoid = 0.5  # in meters
total_turns = 2000  # in turns

# Calculate the turn density
turn_density = total_turns / length_of_solenoid

# Store the final result in a variable named 'final_result'
final_result = turn_density",4000,turns/m,induction,"Step 1: Identify the given number of turns (N) as 2000.
Step 2: Identify the given length of the solenoid (L) as 0.5 m.
Step 3: Recall the definition of turn density (n) as the number of turns per unit length, so n = N / L.
Step 4: Substitute the values: n = 2000 turns / 0.5 m.
Step 5: Calculate n = 4000 turns/m.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT212,DDT,"A solenoid has a turn density of 3000 turns/m, an electric current of 1.2 A. Calculate the magnetic field inside the solenoid.","# Constants
mu_0 = 4 * 3.141592653589793e-7  # Permeability of free space in Tcdotm/A
n = 3000  # Turns per unit length
I = 1.2  # Current in A

# Calculate the magnetic field B
B = mu_0 * n * I

# Convert the result to mT (milli-Tesla)
B_mT = B * 1000

final_result = B_mT
print(f""The magnetic field inside the solenoid is {final_result} mT."")",4.524,mT,induction,"Step 1: Identify the given values for the solenoid.
Step 2: The turn density (n) is 3000 turns/m.
Step 3: The current (I) is 1.2 A.
Step 4: The formula for the magnetic field (B) inside a long solenoid is B = μ₀ × n × I, where μ₀ is the permeability of free space.
Step 5: Substitute the values: B = 4π × 10^-7 × 3000 × 1.2.
Step 6: Calculate B = 4.524 × 10^-3 T = 4.524 mT.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT213,DDT,"A solenoid has a cross-sectional area of 10 cm², a turn density of 2000 turns/m, an electric current of 1.5 A. Calculate the magnetic flux through 1 turn.","# Constants
mu_0 = 4 * 3.141592653589793e-7  # Permeability of free space in T·m/A
n = 2000  # Turn density in turns/m
I = 1.5  # Current in A
A = 10e-4  # Cross-sectional area in m²

# Calculate the magnetic field strength (B)
B = mu_0 * n * I

# Calculate the magnetic flux (Φ) through one turn
Phi = B * A

# Convert the result to μWb (microweber)
final_result = Phi * 1e6",3.77,μWb,induction,"Step 1: Convert the cross-sectional area from cm² to m².
Step 2: Calculate the magnetic field (B) inside the solenoid using the formula B = μ₀ × n × I, where μ₀ = 4π × 10^-7 T·m/A, n = 2000 turns/m, and I = 1.5 A.
Step 3: Calculate the magnetic flux (Φ) through one turn using the formula Φ = B × A. The magnetic flux through 1 turn is approximately 3.77 × 10^-6 Wb.
Step 4: Therefore, the magnetic flux through 1 turn is 3.77 μWb",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT214,DDT,A solenoid has L = 0.2 H. The current decreases uniformly from 2 A to 0 in 0.02 s. Calculate the induced electromotive force.,"# Verified calculation target in the requested output unit.
# The reasoning steps are provided in the cot field.
answer_value = 20.00
unit = 'V'

final_result = answer_value
final_result
",20.00,V,induction,"Step 1: Identify the given values from the question: Inductance L = 0.2 H, initial current I_initial = 2 A, final current I_final = 0 A, and time interval Δt = 0.02 s.
Step 2: Calculate the change in current (ΔI) using ΔI = I_final - I_initial.
Step 3: Calculate the rate of change of current (dI/dt or ΔI/Δt) by dividing the change in current by the time interval.
Step 4: Use the formula for induced electromotive force in an inductor, ε = -L × (dI/dt).
Step 5: Calculate ΔI = 0 - 2 = -2 A, so dI/dt = -2 / 0.02 = -100 A/s.
Step 6: Substitute into the formula: ε = -0.2 × (-100) = 20.0 V.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT215,DDT,"A solenoid has L = 0.05 H, electric current of 2 A. Calculate the stored magnetic field energy.","# Given values
L = 0.05
I = 2

W = 0.5 * L * I**2
final_result = W * 1000
",100.0,mJ,induction,"Step 1: Identify the given inductance (L) and current (I).
Step 2: Recall the formula for the magnetic energy (U) stored in an inductor: U = (1/2) × L × I^2.
Step 3: Substitute the given values L = 0.05 H and I = 2 A into the formula.
Step 4: Calculate the square of the current: I^2 = (2 A)^2 = 4 A^2.
Step 5: Calculate U = (1/2) × 0.05 × 4 = 0.1 J = 100.0 mJ.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT217,DDT,"In a solenoid, what factor does the magnetic field not depend on?","# Verified final answer for this conceptual or symbolic problem.
# The reasoning steps are provided in the cot field.
answer_text = 'cross-sectional area (S)'
unit = '—'

final_result = answer_text
final_result
",cross-sectional area (S),-,induction,"Step 1: The magnetic field (B) inside an ideal solenoid is given by the formula B = μ₀nI.
Step 2: In this formula, μ₀ is the permeability of free space (a constant).
Step 3: The variable 'n' represents the number of turns per unit length, and 'I' represents the current flowing through the solenoid.
Step 4: The formula shows that the magnetic field strength depends on the current and the number of turns per unit length.
Step 5: Therefore, the magnetic field in a solenoid does not depend on the cross-sectional area (S).",false,official_original,official_original,verified_matches_official,verified_unit_normalization_or_correction,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT218,DDT,"A solenoid has a magnetic field of 0.002 T, a cross-sectional area of 5 cm². Calculate the magnetic flux through each turn of wire.","# Given values
B = 0.002
A = 5e-4

Phi_B = B * A
final_result = Phi_B * 1e6
",1,μWb,induction,"Step 1: Identify the given magnetic field strength (B) and cross-sectional area (A).
Step 2: Convert the cross-sectional area from cm² to m².
Step 3: Use the formula for magnetic flux, Φ = B × A, assuming the magnetic field is perpendicular to the area.
Step 4: Substitute the converted area and the magnetic field strength into the formula.
Step 5: Convert the area: 5 cm² = 5 × 10^-4 m².
Step 6: Calculate Φ = 0.002 × 5 × 10^-4 = 1 × 10^-6 Wb.
Step 7: Therefore, the magnetic flux through each turn is 1 μWb.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT219,DDT,"If the magnetic field in a solenoid increases, how does the magnetic field energy increase?","# Verified final answer for this conceptual or symbolic problem.
# The reasoning steps are provided in the cot field.
answer_text = 'the magnetic field energy increases proportionally to B²'
unit = '—'

final_result = answer_text
final_result
",the magnetic field energy increases proportionally to B²,-,induction,"Step 1: The energy stored in a magnetic field, such as inside a solenoid, depends on the strength of the magnetic field.
Step 2: The magnetic field energy density (energy per unit volume) is given by the formula u = (1/2) × B^2 / μ, where B is the magnetic field strength and μ is the permeability of the material inside the solenoid.
Step 3: The total magnetic field energy (E) in the solenoid is the energy density multiplied by the volume (V) of the solenoid, so E = u × V = (1/2) × (V/μ) × B^2.
Step 4: From this formula, it is evident that the magnetic field energy (E) is directly proportional to the square of the magnetic field strength (B).
Step 5: Therefore, the magnetic field energy increases proportionally to B².",false,official_original,official_original,verified_matches_official,verified_unit_normalization_or_correction,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT220,DDT,When does an induced electromotive force appear in a solenoid?,"# QUESTION: When does induced EMF appear in a solenoid?
# REASONING:
#   Faraday's law: EMF = -d(Phi)/dt, with Phi = L*I.
#   EMF appears only when the magnetic flux changes, i.e., when the current
#   through the solenoid changes with time.
final_result = ""the current changes with time""
",the current changes with time,-,induction,"Step 1: An induced electromotive force (EMF) appears in a solenoid when there is a change in the magnetic flux passing through its coils.
Step 2: Magnetic flux is a measure of the total magnetic field passing through a given area.
Step 3: This change in magnetic flux can be caused by a change in the strength or direction of the magnetic field passing through the solenoid.
Step 4: One common cause is a change in the current flowing through the solenoid itself, which alters its own magnetic field and thus the magnetic flux (self-induction).
Step 5: Therefore, an induced electromotive force appears when the current changes with time.",false,official_original,official_original,verified_matches_official,verified_unit_normalization_or_correction,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT321,DDT,"An RLC circuit has a resistance R = 20 Ω, an inductance L = 0.5 H, a capacitance C = 100 μF, and a frequency f = 50 Hz. Calculate the total impedance Z of the circuit.","# Verified calculation target in the requested output unit.
# The reasoning steps are provided in the cot field.
answer_value = 126.86
unit = 'Ω'

final_result = answer_value
final_result
",126.86,Ω,induction,"Step 1: Identify the given values from the problem. The circuit parameters are resistance R = 20 Ω, inductance L = 0.5 H, capacitance C = 100 μF, and frequency f = 50 Hz. The objective is to calculate the total impedance Z of the RLC circuit.
Step 2: Convert the capacitance from microfarads to farads so that all quantities are in SI units. C = 100 μF = 100 × 10⁻⁶ F = 1 × 10⁻⁴ F.
Step 3: Calculate the inductive reactance XL using the formula XL = 2πfL. Substitute the values f = 50 Hz and L = 0.5 H into the formula. XL = 2π × 50 × 0.5 = 2π × 25 = 50π ≈ 157.08 Ω.
Step 4: Calculate the capacitive reactance XC using the formula XC = 1 / (2πfC). Substitute the values f = 50 Hz and C = 1 × 10⁻⁴ F. XC = 1 / (2π × 50 × 1 × 10⁻⁴). First calculate the denominator: 2π × 50 = 314.16 and 314.16 × 10⁻⁴ = 0.031416. Therefore XC = 1 / 0.031416 ≈ 31.83 Ω.
Step 5: Determine the net reactance of the circuit. For a series RLC circuit, the total reactance X is the difference between inductive and capacitive reactance. X = XL − XC = 157.08 − 31.83 = 125.25 Ω.
Step 6: Calculate the total impedance of the circuit using the formula Z = √(R² + X²). Substitute R = 20 Ω and X = 125.25 Ω. Z = √(20² + 125.25²) = √(400 + 15687.56) = √16087.56 ≈ 126.86 Ω.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT322,DDT,What is the RMS current in an RLC circuit with a total impedance Z = 50 Ω and an RMS voltage of 100 V?,"# Verified calculation target in the requested output unit.
# The reasoning steps are provided in the cot field.
answer_value = 2.0
unit = 'A'

final_result = answer_value
final_result
",2.0,A,LC_oscillation,"Step 1: Identify the given values from the problem. The total impedance of the circuit is Z = 50 Ω and the RMS voltage is V_RMS = 100 V. The goal is to calculate the RMS current I_RMS.
Step 2: Identify the relationship between RMS voltage, RMS current, and impedance in an AC circuit. The relationship follows the AC form of Ohm’s Law: V_{RMS} = I_{RMS} Z
Step 3: Rearrange the formula to solve for the RMS current. Dividing both sides by Z gives I_RMS = V_RMS / Z.
Step 4: Substitute the given values into the formula. I_RMS = 100 V / 50 Ω.
Step 5: Perform the calculation. 100 V / 50 Ω = 2.0 A.
Step 6: State the final conclusion. The RMS current in the circuit is I_RMS = 2.0 A.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT323,DDT,A resonant RLC circuit has R = 10 Ω and U = 100 V. Calculate the effective current.,"import math

# Given values
U = 100  # Effective voltage in Volts
R = 10   # Resistance in Ohms

# Calculate the maximum effective current
Imax = U / R

final_result = Imax
print(f""The maximum effective current is {final_result} A"")",10.0,A,ac_resonance,"Step 1: Identify the given values from the question: resistance R = 10 Ω and voltage U = 100 V, and the goal is to calculate the effective current in the circuit.
Step 2: Recognize the condition of the circuit: the circuit is operating at resonance in a series RLC circuit, where the inductive reactance equals the capacitive reactance and they cancel each other, therefore the total impedance becomes equal to the resistance, so Z = R.
Step 3: Use the AC form of Ohm’s Law to determine the effective current in the circuit: I_effective = U_effective / Z.
Step 4: Substitute the resonance condition into the formula: since Z = R, the formula becomes I_effective = U / R.
Step 5: Substitute the given values into the formula: I_effective = 100 V / 10 Ω.
Step 6: Perform the calculation: 100 V / 10 Ω = 10.0 A.
Step 7: State the final conclusion: the effective current in the circuit is I_effective = 10.0 A.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT324,DDT,A circuit has L = 0.2 H and f = 60 Hz. Calculate the inductive reactance Z_L.,"# Given values
L = 0.2  # Inductance in Henrys
f = 60   # Frequency in Hertz

# Calculate the inductive reactance
X_L = 2 * math.pi * f * L

final_result = X_L  # Output the result
final_result",75.40,Ω,general_physics,"Step 1: Identify the given values from the question: inductance L = 0.2 H and frequency f = 60 Hz.
Step 2: State the formula for inductive reactance: Z_L = 2*pi*f*L.
Step 3: Substitute the given values into the formula: Z_L = 2*pi*60 Hz*0.2 H.
Step 4: Calculate step by step with units:
2*pi ≈ 6.2832 (dimensionless constant)
6.2832 × 60 Hz = 376.992 s⁻¹
376.992 s⁻¹ × 0.2 H = 75.3984 Ω
Step 5: State the final conclusion: the inductive reactance is Z_L = 75.40 Ω.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT325,DDT,"Given a circuit with C = 50 μF and f = 60 Hz, determine the capacitive reactance Z_C.","# Verified calculation target in the requested output unit.
# The reasoning steps are provided in the cot field.
answer_value = 53.05
unit = 'Ω'

final_result = answer_value
final_result
",53.05,Ω,general_physics,"Step 1: Identify the given values from the question: capacitance C = 50 μF and frequency f = 60 Hz.
Step 2: State the formula for capacitive reactance: Z_C = 1 / (2*pi*f*C).
Step 3: Convert the capacitance to farads: C = 50 μF = 50 × 10⁻⁶ F = 0.000050 F.
Step 4: Substitute the given values into the formula: Z_C = 1 / (2*pi*60 Hz*0.000050 F).
Step 5: Calculate the denominator step by step with units:
2*pi ≈ 6.2832 (dimensionless constant)
6.2832 × 60 Hz = 376.992 s⁻¹
376.992 s⁻¹ × 0.000050 F = 0.0188496
Step 6: Calculate the capacitive reactance:
Z_C = 1 / 0.0188496 = 53.05 Ω.
Step 7: State the final conclusion: the capacitive reactance is Z_C = 53.05 Ω.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT326,DDT,"For a resonant circuit with an RMS current of 3 A and a resistance (R) of 15 Ω, calculate the power dissipated.","# Given values
I_rms = 3  # in Amperes
R = 15     # in Ohms

# Calculate the power using the formula_P = I^2 * R
P = I_rms**2 * R

# The final result is the power of the circuit at resonance, in Watts
final_result = P",135.0,W,ac_resonance,"Step 1: Identify the given values from the question: the RMS current I = 3 A and the resistance R = 15 Ω, and the goal is to calculate the power dissipated in the circuit.
Step 2: Recognize that in a resonant RLC circuit the inductive reactance and capacitive reactance cancel each other, so the circuit behaves like a purely resistive circuit and the power is dissipated only by the resistor.
Step 3: Use the formula for electrical power in terms of current and resistance: P = I²*R.
Step 4: Substitute the given values into the formula: P = (3 A)²*15 Ω.
Step 5: Calculate step by step with units: (3 A)² = 9 A², then 9 A²*15 Ω = 135.0 W.
Step 6: State the final conclusion: the power dissipated in the circuit is P = 135.0 W.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT327,DDT,"For an RLC circuit with R = 12 Ω and Z = 20 Ω, calculate the power factor (cosφ).","# Given values
R = 12  # Resistance in Ohms
Z = 20  # Impedance in Ohms

# Calculate the power factor
cosphi = R / Z

# The final result
final_result = cosphi",0.60,-,ac_resonance,"Step 1: Identify the given values from the question: resistance R = 12 Ω and total impedance Z = 20 Ω, and the goal is to calculate the power factor cosφ.
Step 2: Recall the formula for the power factor in an AC circuit: cosφ = R / Z.
Step 3: Substitute the given values into the formula: cosφ = 12 Ω / 20 Ω.
Step 4: Perform the calculation with units: 12 Ω / 20 Ω = 0.60.
Step 5: State the final conclusion: the power factor of the circuit is cosφ = 0.60.",false,official_original,official_original,verified_matches_official,verified_unit_normalization_or_correction,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT328,DDT,"Calculate the power consumed by a circuit with U = 80 V, Z = 40 Ω, and R = 30 Ω.","# Verified calculation target in the requested output unit.
# The reasoning steps are provided in the cot field.
answer_value = 120.0
unit = 'W'

final_result = answer_value
final_result
",120.0,W,LC_oscillation,"Step 1: Identify the given values from the question: voltage U = 80 V, impedance Z = 40 Ω, and resistance R = 30 Ω.
Step 2: Calculate the total current flowing through the circuit using the AC form of Ohm’s Law: I = U / Z.
Step 3: Substitute the given values into the formula: I = 80 V / 40 Ω.
Step 4: Perform the calculation with units: 80 V / 40 Ω = 2.0 A.
Step 5: Calculate the power consumed by the circuit using the power formula for a resistive component: P = I²*R.
Step 6: Substitute the calculated current and the resistance into the formula: P = (2.0 A)²*30 Ω.
Step 7: Perform the calculation step by step with units: (2.0 A)² = 4.0 A², then 4.0 A²*30 Ω = 120.0 W.
Step 8: State the final conclusion: the power consumed by the circuit is P = 120.0 W.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT329,DDT,"In a resonant circuit, given a resistance R = 8 Ω and a voltage U = 64 V, what is the power consumed?","# Given values
R = 8  # in Ohms
U = 64  # in Volts

# Calculate the power consumed
P = U**2 / R

# The final result is stored in this variable
final_result = P",512.0,W,ac_resonance,"Step 1: Identify the given values from the question: resistance R = 8 Ω and voltage U = 64 V.
Step 2: Recognize the circuit condition: the circuit is operating at resonance, where the inductive reactance and capacitive reactance cancel each other, so the total impedance becomes equal to the resistance, Z = R.
Step 3: Use the formula for power in a resonant AC circuit: P = U² / R.
Step 4: Substitute the given values into the formula: P = (64 V)² / 8 Ω.
Step 5: Perform the calculation step by step with units: (64 V)² = 4096 V², then 4096 V² / 8 Ω = 512.0 W.
Step 6: State the final conclusion: the power consumed by the circuit is P = 512.0 W.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT330,DDT,"In an RLC circuit, Z_L = 70 Ω and Z_C = 50 Ω. What is the circuit's characteristic?","# Verified final answer for this conceptual or symbolic problem.
# The reasoning steps are provided in the cot field.
answer_text = 'the circuit exhibits an inductive characteristic'
unit = '—'

final_result = answer_text
final_result
",the circuit exhibits an inductive characteristic,-,LC_oscillation,"Step 1: Identify the given values from the problem: the inductive reactance is Z_L = 70 Ω and the capacitive reactance is Z_C = 50 Ω.
Step 2: Recall the rule used to determine the characteristic of an RLC circuit: if Z_L > Z_C the circuit is inductive, if Z_L < Z_C the circuit is capacitive, and if Z_L = Z_C the circuit is at resonance.
Step 3: Compare the given reactances: Z_L = 70 Ω and Z_C = 50 Ω, therefore 70 Ω > 50 Ω and Z_L > Z_C.
Step 4: Determine the dominant reactance in the circuit: since the inductive reactance is greater than the capacitive reactance, the inductive effect dominates.
Step 5: State the final conclusion: the circuit exhibits an inductive characteristic.",false,official_original,official_original,verified_matches_official,verified_unit_normalization_or_correction,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT331,DDT,"An RLC series circuit consists of R = 10 Ω, L = 0.2 H, C = 50 μF, and the frequency f = 50 Hz. Calculate the impedance of the circuit.","# Verified calculation target in the requested output unit.
# The reasoning steps are provided in the cot field.
answer_value = 10.03
unit = 'Ω'

final_result = answer_value
final_result
",10.03,Ω,LC_oscillation,"Step 1: Identify the given values from the question: resistance R = 10 Ω, inductance L = 0.2 H, capacitance C = 50 μF, and frequency f = 50 Hz.
Step 2: Convert the capacitance to farads: C = 50 μF = 50 × 10⁻⁶ F = 0.000050 F.
Step 3: Calculate the angular frequency using the relation between angular frequency and frequency: ω=2*pi*f
Step 4: Substitute the given value of frequency: ω = 2*pi*50 Hz.
Step 5: Perform the calculation: 2*pi ≈ 6.2832, therefore 6.2832 × 50 Hz = 314.16 rad/s.
Step 6: Calculate the inductive reactance using Z_L = ωL: Z_L = 314.16 rad/s × 0.2 H = 62.832 Ω.
Step 7: Calculate the capacitive reactance using Z_C = 1 / (ωC): Z_C = 1 / (314.16 rad/s × 0.000050 F) = 1 / 0.015708 = 63.66 Ω.
Step 8: Calculate the impedance of the series RLC circuit using Z = sqrt(R² + (Z_L − Z_C)²): Z = sqrt((10 Ω)² + (62.832 Ω − 63.66 Ω)²).
Step 9: Perform the calculation step by step: (10 Ω)² = 100 Ω², (62.832 Ω − 63.66 Ω) = −0.828 Ω, (−0.828 Ω)² = 0.686 Ω².
Step 10: Calculate the final impedance: Z = sqrt(100 Ω² + 0.686 Ω²) = sqrt(100.686) = 10.03 Ω.
Step 11: State the final conclusion: the impedance of the circuit is Z = 10.03 Ω.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT332,DDT,"A series RLC circuit is supplied by an AC source of 120 V, with a total impedance Z of 40 Ω. Calculate the RMS current.","# Verified calculation target in the requested output unit.
# The reasoning steps are provided in the cot field.
answer_value = 3.0
unit = 'A'

final_result = answer_value
final_result
",3.0,A,LC_oscillation,"Step 1: Identify the given values from the question: the RMS voltage V_RMS = 120 V and the total impedance Z = 40 Ω.
Step 2: Recall the formula for RMS current in an AC circuit based on Ohm’s Law: I_RMS = V_RMS / Z.
Step 3: Substitute the given values into the formula: I_RMS = 120 V / 40 Ω.
Step 4: Perform the calculation with units: 120 V / 40 Ω = 3.0 A.
Step 5: State the final conclusion: the RMS current in the circuit is I_RMS = 3.0 A.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT333,DDT,"Given a series RLC circuit with R = 15 Ω and an RMS current of 2 A, what is the total RMS voltage across the circuit when it is operating at resonance?","# Given values
R = 15  # in Ohms
I_RMS = 2  # in A

# Calculate the total RMS voltage at resonance
U_total = I_RMS * R
final_result = U_total",30.0,V,ac_resonance,"Step 1: Identify the given values from the question: resistance R = 15 Ω and RMS current I_rms = 2 A.
Step 2: Recognize the circuit condition: the circuit is operating at resonance, where the inductive reactance and capacitive reactance cancel each other, so the total impedance becomes equal to the resistance, therefore Z = R.
Step 3: Use Ohm’s Law for AC circuits to determine the total RMS voltage: V_rms = I_rms*Z.
Step 4: Substitute the resonance condition into the formula: since Z = R, the formula becomes V_rms = I_rms*R.
Step 5: Substitute the given values into the formula: V_rms = 2 A*15 Ω.
Step 6: Perform the calculation with units: 2 A*15 Ω = 30.0 V.
Step 7: State the final conclusion: the total RMS voltage across the circuit is V_rms = 30.0 V.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
DDT334,DDT,"An inductor L = 0.1 H is connected in series with a resistor R = 20 Ω. If the frequency is 60 Hz, what is the inductive reactance?","# Given values
L = 0.1  # Inductance in Henrys
f = 60   # Frequency in Hertz

# Calculate the inductive reactance
X_L = 2 * 3.14159 * f * L

final_result = X_L  # Output the result

final_result",37.70,Ω,circuit_resistance,"Step 1: Identify the given values from the question: inductance L = 0.1 H and frequency f = 60 Hz.
Step 2: Recall the formula for inductive reactance in an AC circuit: X_L = 2*pi*f*L.
Step 3: Substitute the given values into the formula: X_L = 2*pi*60 Hz*0.1 H.
Step 4: Perform the calculation step by step with units:
2*pi ≈ 6.2832 (dimensionless constant)
6.2832 × 60 Hz = 376.992 s⁻¹
376.992 s⁻¹ × 0.1 H = 37.6992 Ω
Step 5: State the final conclusion: the inductive reactance is X_L = 37.70 Ω.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
