id,question,cot,answer,unit,prefix
CH243,"Consider a circuit AB with R1 = 15 Ω and R2 = 60 Ω. The circuit satisfies LCω² = 1, and the voltage u_AM is in quadrature (π/2 out of phase) with u_MB. When a voltage U = 120 V is applied across AB, the total power consumed by the circuit is 171.43 W. If this same voltage is applied to the segment MB (consisting of R2 and L), what is the power consumed by MB?","Step 1: Analyze resonance and phase conditions
From LCω² = 1 we obtain Z_L = Z_C. Since u_AM is perpendicular to u_MB (90° phase difference), we have the relationship linking resistance and reactance Z_L² = Z_C² = R₁ × R₂ = 15 × 60 = 900.
Step 2: Determine the impedance of segment MB
Segment MB consists of resistor R₂ and inductor L connected in series. The square of the impedance Z_MB is calculated as Z_MB² = R₂² + Z_L² = 60² + 900 = 3600 + 900 = 4500 Ω².
Step 3: Set up the power formula when voltage is applied directly to MB
When the same voltage U = 120 V is applied directly across the terminals of segment MB, the power consumed by this segment (P_MB) is calculated using the formula P_MB = I_MB² × R₂ = (U² / Z_MB²) × R₂.
Step 4: Calculate the final result
Substitute the values U = 120 V, Z_MB² = 4500, and R₂ = 60 Ω: P_MB = (120² / 4500) × 60 = (14400 / 4500) × 60 = 3.2 × 60 = 192 W.",171.43,W,CH
TD389,A parallel plate capacitor has a charge of 80 μC and a voltage of 400 V. Calculate the attractive force between the two plates if the area S = 50 cm².,"Step 1: Identify the given charge Q = 80 μC and area S = 50 cm².
Step 2: Convert to SI units: Q = 80 × 10⁻⁶ C and S = 0.005 m².
Step 3: Recall the formula for the attractive force between plates: F = Q² / (2 × ε₀ × S).
Step 4: Using ε₀ ≈ 8.854 × 10⁻¹² F/m, substitute the values into the formula.
Step 5: Calculate the result: F = (80 × 10⁻⁶)² / (2 × 8.854 × 10⁻¹² × 0.005) ≈ 7.23 x 10^4 N.",7.23*10^4,mN,TD
NL091,A capacitor with a capacitance of 10 μF is charged to 200 V and then isolated. The voltage then decreases to 100 V. What percentage (%) of the initial energy remains?,"Step 1: The electric field energy stored in a capacitor is mathematically defined by the fundamental equation E_C = 1/2 × C × U^2, where C represents capacitance and U represents voltage.
Step 2: The initial electric field energy E_C1 is established by the explicitly provided capacitance C = 10 × 10^-6 F and initial voltage U_1 = 200 V, yielding the mathematical expression E_C1 = 1/2 × (10 × 10^-6) × (200)^2.
Step 3: The final electric field energy E_C2 following the voltage decrease is established by the identical capacitance and the final voltage U_2 = 100 V, yielding the mathematical expression E_C2 = 1/2 × (10 × 10^-6) × (100)^2.
Step 4: The percentage of remaining initial energy is mathematically defined by the proportional ratio (E_C2 / E_C1) × 100, which algebraically simplifies to ((100)^2 / (200)^2) × 100. The final determined percentage of the initial energy that remains is 25%.",25,%,NL
NL007,"An inductor has a magnetic field energy of 1.8 mJ and an inductance (L) of 0.3 H. Calculate the current (unit: A, round the result to two decimal places).","Step 1: Identify the given values: magnetic field energy E = 1.8 mJ and inductance L = 0.3 H.
Step 2: Convert the energy from millijoules (mJ) to joules (J): E = 1.8 × 10^-3 J.
Step 3: Recall the formula for the magnetic field energy stored in an inductor: E = (1/2) × L × I^2, where I is the current.
Step 4: Rearrange the formula to solve for the current I: I = sqrt(2E / L) = sqrt(30) / 50 A, or approximately 0.11 A.",0.11,A,NL
TD006,"An air-filled parallel-plate capacitor with capacitance C = 2 pF is charged to a voltage of U = 600 V. The capacitor is then disconnected from the source, and its plates are moved apart such that the distance between them is doubled. Calculate the new capacitance C1.","Step 1: The initial capacitance of the air-filled parallel-plate capacitor is given as C = 2 pF.
Step 2: The capacitance of a parallel-plate capacitor is inversely proportional to the distance between its plates, meaning C is proportional to 1 / d.
Step 3: The problem states that the plates are moved apart such that the distance between them is doubled, meaning the new distance d1 = 2d.
Step 4: Since the capacitance is inversely proportional to the distance, doubling the distance will halve the capacitance, so the new capacitance C1 = C / 2.
Step 5: The new capacitance C1 of the capacitor is 1 pF.",1,pF,TD
DDT148,A solenoid has an inductance L = 0.05 H. The current decreases uniformly from 2 A to 0 in 0.01 s. Calculate the induced electromotive force.,"Step 1: Identify the given inductance (L), initial current ($I_{initial}$), final current ($I_{final}$), and time interval ($\Delta t$).
Step 2: Calculate the change in current ($\Delta I = I_{final} - I_{initial}$).
Step 3: Calculate the rate of change of current ($\frac{dI}{dt} = \frac{\Delta I}{\Delta t}$).
Step 4: Use the formula for induced electromotive force ($\mathcal{E} = -L \frac{dI}{dt}$) to find the induced EMF.
Step 5: Substitute the values: $\Delta I$ = 0 A - 2 A = -2 A; $\Delta t$ = 0.01 s.
Step 6: Calculate the rate: $\frac{dI}{dt}$ = -2 A / 0.01 s = -200 A/s.
Step 7: Calculate the EMF: $\mathcal{E}$ = -0.05 H × (-200 A/s) = 10.00 V.",10.00,V,DDT
LD066,"Two point charges q1 = 2 × 10⁻² μC and q2 = –2 × 10⁻² μC are placed at two points A and B, separated by a distance a = 30 cm, in air. What is the magnitude of the electric field strength at point M, which is equidistant from A and B by a distance a = 30 cm?","Step 1: Convert the given charge and distance values to standard SI units.
Step 2: Identify the Coulomb's constant for the medium (air).
Step 3: Calculate the magnitude of the electric field (E) at point M due to each charge individually.
Step 4: Determine the directions of the electric field vectors E1 and E2 at point M.
Step 5: Apply the principle of superposition. 
Step 6: The magnitude of the electric field strength at point M is 2000 V/m.",2000,V/m,LD
CH154,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the RMS voltage across the inductor, UL","Step 1: Identify the peak voltage (U₀) and angular frequency (ω) from the given voltage equation u = 200√2 cos 100πt (V).
Step 2: Calculate the RMS voltage of the source (U_RMS_source) using U_RMS_source = U₀ / √2.
Step 3: Calculate the inductive reactance (Z_L) using Z_L = ωL, with L = 1/π H. Calculate the capacitive reactance (Z_C) using Z_C = 1/(ωC), with C = 10⁻⁴/(2π) F.
Step 4: Calculate the RMS voltage across the inductor (U_L).
First, calculate the RMS current intensity I = U / Z: I = 200 / (100√2) = √2 A. Then, calculate U_L: U_L = I × Z_L = √2 × 100 = 100√2 V ≈ 141.4 V",141.4,V,CH
TD369,A capacitor with a capacitance of 5 μF is charged to a voltage of 20 V and then disconnected from the power source. Calculate the charge on the capacitor after it is disconnected.,"Step 1: Identify initial charge Q = C × V = 5 μF × 20 V = 100 μC.
Step 2: Recognize that the capacitor is disconnected from the source.
Step 3: Understand that for a disconnected capacitor, the charge Q is conserved and remains constant even if other parameters change.
Step 4: Conclude that the charge remains 100 μC.",Do not change,,TD
LD330,Three identical charges q = 2.6 × 10^-6 C are placed at the three vertices of an isosceles right triangle with side length 10.3 cm. Calculate the net electric field strength at the right-angle vertex. Give your answer rounded two decimal places.,"Step 1: Identify the charges and their locations. Three identical charges, q = 2.6 × 10⁻⁶ C, are placed at the three vertices of an isosceles right triangle with side length r = 10.3 cm (0.103 m).
Step 2: Identify the point where the net electric field strength is to be calculated. This point is the right-angle vertex.
Step 3: Recognize which charges contribute to the field at that point. The electric field at the right-angle vertex is created only by the two charges located at the other two vertices (the ends of the equal sides). The charge located at the right-angle vertex itself does not contribute to the field at its own position because the distance r would be zero.
Step 4: Calculate the magnitude of the electric field (E1) at the right-angle vertex due to one of the charges. Using k = 8.99 × 10⁹ N×m²/C² and following the rounding instruction to round up the fourth digit after the decimal:
E1 = (8.99 × 10⁹) × (2.6 × 10⁻⁶) / (0.103)² = 2.2032 × 10⁶ V/m.
Since the triangle is isosceles, the second contributing charge is at the same distance, so E2 = E1 = 2.2032 × 10⁶ V/m.
Step 5: Calculate the net electric field strength. The two field vectors are perpendicular (at a 90° angle) because they align with the legs of the right triangle. Using the Pythagorean theorem:
E_net = E1 × √2 = (2.2032 × 10⁶ V/m) × 1.41421 = 3.1157 × 10⁶ V/m ≈ 3.12 × 10⁶ V/m.",3.12 × 10^6,V/m,LD
NL384,A coil has an instantaneous current I(t) = 2cos(1000t) and an inductance L = 0.5 H. Calculate the magnetic field energy at t = 0.002 s.,"Step 1: Identify the given parameters: time-dependent current I(t) = 2cos(1000t), inductance L = 0.5 H, and specific time t = 0.002 s.
Step 2: Calculate the instantaneous current at the given time. Substitute t = 0.002 into the current equation: I = 2 × cos(1000 × 0.002).
Step 3: Evaluate the argument of the cosine function (in radians): 1000 × 0.002 = 2 rad.
Step 4: Calculate the cosine value and the current: cos(2) ≈ -0.4161, so I ≈ 2 × (-0.4161) = -0.8322 A.
Step 5: State the formula for the magnetic energy stored in an inductor: W = (1/2) × L × I².
Step 6: Substitute the calculated current and the given inductance into the formula: W = (1/2) × 0.5 × (-0.8322)².
Step 7: Calculate the square of the instantaneous current: (-0.8322)² ≈ 0.6926.
Step 8: Perform the calculation: W = 0.25 × 0.6926 ≈ 0.17315 J.
Step 9: Round the result to three decimal places to get the final answer: W ≈ 0.173 J.",0.173,J,NL
CH054,A resonant circuit has a voltage (U) of 300 V and a resistance (R) of 100 Ω. What is the power consumed?,"Step 1: Identify the given voltage (U) is 300 V and resistance (R) is 100 Ω.
Step 2: Recall that in an RLC resonant circuit, the impedance (Z) of the circuit is equal to the resistance (R).
Step 3: For a resonant circuit, the power consumed (P) can be calculated using the formula P = U² / R.
Step 4: Substitute the given values into the formula: P = 300² / 100 = 900 W.",900,W,CH
LD058,"Two charges, q1 = -1.6 × 10^-6 C and q2 = -2.4 × 10^-6 C, are placed at points A and B, respectively, which are 10 cm apart in air. Determine the electric field strength at point C due to these two charges. Given that AC = 8 cm and BC = 6 cm.","Step 1: Identify the given charges and distances: charge q1 = -1.6 × 10^-6 C at A, charge q2 = -2.4 × 10^-6 C at B, distance AC = 8 cm, distance BC = 6 cm, and distance AB = 10 cm.
Step 2: Determine the geometry of the triangle formed by points A, B, and C. Since AC^2 + BC^2 = (8 cm)^2 + (6 cm)^2 = 64 cm^2 + 36 cm^2 = 100 cm^2, and AB^2 = (10 cm)^2 = 100 cm^2, it follows that AC^2 + BC^2 = AB^2. Therefore, triangle ABC is a right-angled triangle with the right angle at point C.
Step 3: State the value of Coulomb's constant (k) for air, which is k = 9 × 10^9 N m^2/C^2. Convert distances to meters: r1 = AC = 0.08 m and r2 = BC = 0.06 m.
Step 4: Calculate the magnitude of the electric field E1 at point C due to charge q1 using E1 = k × |q1| / r1^2. E1 = (9 × 10^9 N m^2/C^2) × (1.6 × 10^-6 C) / (0.08 m)^2 = 2.25 × 10^6 N/C. Since q1 is negative, E1 points towards A along the line CA.",64 × 10^5,V/m,LD
LD063,"Two electric charges, q1 = 5 × 10^-16 C and q2 = –5 × 10^-16 C, are placed at vertices B and C of an equilateral triangle ABC with sides of 8 cm in the air. What is the magnitude of the electric field strength at vertex A of triangle ABC?","Step 1: Given: q1 = 5 × 10^-16 C, q2 = -5 × 10^-16 C, side length r = 8 cm. For air, Coulomb's constant k = 9 × 10^9 N m^2/C^2.
Step 2: Convert side length to meters: r = 8 cm = 0.08 m.
Step 3: Calculate E1 = k × |q1| / r^2 = (9 × 10^9 N m^2/C^2) × (5 × 10^-16 C) / (0.08 m)^2 = (45 × 10^-7) / (0.0064) N/C = 7.03125 × 10^-4 N/C.
Step 4: Calculate E2 = k × |q2| / r^2 = (9 × 10^9 N m^2/C^2) × (5 × 10^-16 C) / (0.08 m)^2 = 7.03125 × 10^-4 N/C. So, E1 = E2.",0.7031 × 10^-3,V/m,LD
CH185,"At resonance, what is the total impedance Z of a series RLC circuit with R = 100 Ω?","Step 1: The circuit described is a series RLC circuit operating at resonance.
Step 2: At resonance in a series RLC circuit, the inductive reactance (ZL) is equal to the capacitive reactance (ZC).
Step 3: This means that the difference between the reactances, (ZL - ZC), becomes zero.
Step 4: The general formula for the total impedance (Z) of a series RLC circuit is Z = √(R² + (ZL - ZC)²) = 100 Ω.",100,Ω,CH
CH258,"An RLC circuit has XL = 12 Ω, XC = 108 Ω, and a total (RMS) voltage U = 75 V. When the frequency is tripled (increased by a factor of three), what is the RMS voltage across the resistor?","Step 1: Change in parameters when frequency is increased threefold (f' = 3f)
Inductive reactance Z_L is directly proportional to frequency so Z_L' = 3 × 12 = 36 Ω. Capacitive reactance Z_C is inversely proportional to frequency so Z_C' = 108 / 3 = 36 Ω.
Step 2: Determine the circuit state
Because Z_L' = Z_C' = 36 Ω the circuit reaches electrical resonance.
Step 3: Calculate the voltage across the resistor R
At resonance, the voltages across the inductor and capacitor cancel each other out completely (U_L = U_C). Therefore the RMS voltage across the resistor (U_R) is exactly equal to the source voltage U. Therefore U_R = U = 75 V.
Step 4: Conclusion
Regardless of the value of the resistor R, in the resonance state the entire source voltage is concentrated across the resistor. Therefore U_R = 75 V.",75,V,CH
LD174,"Two electric forces have magnitudes of 8 N and 4 N, acting at an angle of 120° to each other. Calculate the resultant force of these two electric forces.","Step 1: Identify the magnitudes of the two electric forces as F1 = 8 N and F2 = 4 N.
Step 2: Identify the angle between the two forces as θ = 120°.
Step 3: Use the formula for the magnitude of the resultant force R: R = sqrt(F1^2 + F2^2 + 2 × F1 × F2 × cos(θ)).
Step 4: Substitute the given values into the formula: R = sqrt(8^2 + 4^2 + 2 × 8 × 4 × cos(120°)).
Step 5: The magnitude of the resultant force of these two electric forces is approximately 6.9282 N.",6.9282,N,LD
TD358,A capacitor has a charge of 60 μC and a voltage of 12 V. Calculate its capacitance.,"Step 1: Identify the given charge Q = 60 μC and voltage V = 12 V.
Step 2: Use the rearranged formula for capacitance: C = Q / V.
Step 3: Calculate: C = 60 / 12 = 5 μF.",5,μF,TD
DDT147,"A solenoid has a cross-sectional area of 10 cm², an inductance of 0.1 H, and a current of 1.5 A flowing through it. Calculate the magnetic field energy stored in the solenoid.","Step 1: Identify the given inductance (L) and current (I) from the question.
Step 2: The formula for the magnetic field energy (U) stored in a solenoid is U = (1/2) × L × I².
Step 3: Substitute the given values L = 0.1 H and I = 1.5 A into the formula.
Step 4: Calculate the square of the current: (1.5 A)² = 2.25 A².
Step 5: Multiply the inductance by the squared current: 0.1 H × 2.25 A² = 0.225.
Step 6: Multiply by 1/2 to find the final energy: U = 0.5 × 0.225 = 0.1125 J.
Step 7: Convert the result to millijoules (mJ) for a more standard representation: 0.1125 J = 112.50 mJ.",112.50,mJ,DDT
DDT336,"For a series RLC circuit, with an applied voltage U = 100 V and a current I = 4 A, calculate the total impedance Z.","Step 1: Identify the given values from the question. The applied voltage of the AC source is U = 100 V and the current flowing through the series RLC circuit is I = 4 A. The objective of the problem is to determine the total impedance Z of the circuit.
Step 2: Recall the relationship between voltage, current, and impedance in an AC circuit. Similar to Ohm’s Law in DC circuits, the impedance in an AC circuit is defined as the ratio of the applied voltage to the current flowing through the circuit. The mathematical relation is Z = U / I.
Step 3: Substitute the given values into the impedance formula. Using the provided voltage and current, the expression becomes Z = 100 V / 4 A.
Step 4: Perform the calculation with units. Dividing the voltage by the current gives 100 V / 4 A = 25.0 Ω.
Step 5: Interpret the result. The impedance represents the total opposition to the alternating current in the circuit, including the effects of resistance, inductive reactance, and capacitive reactance.
Step 6: State the final conclusion. The total impedance of the series RLC circuit is Z = 25.0 Ω.",25.0,Ω,DDT
CH197,"In a series RLC circuit, at an angular frequency ω0, the inductor has an inductive reactance of 100 Ω, and the capacitor has a capacitive reactance of 25 Ω. By what factor must the angular frequency be changed relative to ω0 to achieve resonance?","Step 1: Identify the given inductive reactance at angular frequency ω₀, X_L₀ = 100 Ω.
Step 2: Identify the given capacitive reactance at angular frequency ω₀, X_C₀ = 25 Ω.
Step 3: Recall the formulas for reactance: X_L = ωL and X_C = 1/(ωC).
Step 4: Express the given reactances in terms of ω₀, L, and C: ω₀L = 100 Ω and 1/(ω₀C) = 25 Ω. Then, angular frequency must be multiplied by 0.5.",0.5,-,CH
TD357,A capacitor with a capacitance of 5 μF is connected to a 10 V voltage source. Calculate the charge on the capacitor.,"Step 1: Identify the given parameters: C = 5 μF and V = 10 V.
Step 2: Use the formula Q = C × V.
Step 3: Calculate: Q = 5 × 10 = 50 μC.",50,μC,TD
DDT351,What is the current in an LC circuit when the capacitor is maximally charged?,"Step 1: Recall the behavior of an ideal LC circuit. In an LC circuit, energy continuously oscillates between the electric field of the capacitor and the magnetic field of the inductor.
Step 2: Identify the condition described in the question. The capacitor is maximally charged, which means the voltage across the capacitor and the stored electric energy in the capacitor are at their maximum values.
Step 3: Understand the energy distribution at this instant. When the capacitor stores the maximum electrical energy, the energy stored in the magnetic field of the inductor must be zero because the total energy in the circuit is conserved.
Step 4: Recall the relationship between magnetic energy and current in the inductor. The magnetic energy stored in an inductor depends on the current through it. If the magnetic energy is zero, the current through the inductor must also be zero.
Step 5: Interpret the physical meaning. At the moment when the capacitor is fully charged, there is no movement of charge in the circuit, so the current temporarily becomes zero before reversing direction.
Step 6: State the final conclusion. The current in the LC circuit is I = 0 A when the capacitor is maximally charged.",0,A,DDT
TD181,A parallel-plate capacitor with a capacitance of 22.30 pF is charged to a potential difference of 65.2 V. Calculate the charge stored on the capacitor. Give your answer rounded to two decimal places.,"Step 1: Identify and convert the given values. The capacitance C = 22.30 × 10⁻¹² F and the potential difference V = 65.2 V.
Step 2: State the formula for the charge stored on the capacitor, Q = C × V.
Step 3: Substitute the values into the formula.
Q = (22.30 × 10⁻¹² F) × (65.2 V) ≈ 1.45 nC",1.45,nC,TD
NL115,"A capacitor has a voltage of 100 V, and the energy stored in its electric field is 1 mJ. Calculate the capacitance (μF).","Step 1: Identify the given values from the question. The voltage (U) across the capacitor is 100 V, and the energy (E) stored is 1 mJ.
Step 2: Convert the stored energy from millijoules (mJ) to joules (J). 1 mJ = 0.001 J.
Step 3: Recall the formula for the energy stored in a capacitor, which is E = 1/2 × C × U^2, where C is the capacitance.
Step 4: Rearrange the formula to solve for capacitance (C): C = 2 × E / U^2 = 2 × 10^-7 F = 0.20 μF.",0.20,μF,NL
LD362,"Two electric charges, q1 = 1.68 × 10^-6 C and q2 = 4.59 × 10^-6 C, are each located 2.80 cm from point M. The electric fields they produce at M are perpendicular to each other (or form a 90° angle). Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.","Step 1: Identify given charges q1 = 1.68 × 10⁻⁶ C and q2 = 4.59 × 10⁻⁶ C.
Step 2: Identify the distance from each charge to point M, r = 2.80 cm.
Step 3: Convert the distance to SI units: r = 0.028 m.
Step 4: Calculate the magnitude of the electric field E1 produced by q1 at M.
E1 = (9.0 × 10⁹ × 1.68 × 10⁻⁶) / 0.028² ≈ 19285714.29 V/m.
Step 5: Calculate the magnitude of the electric field E2 produced by q2 at M.
E2 = (9.0 × 10⁹ × 4.59 × 10⁻⁶) / 0.028² ≈ 52691326.53 V/m.
Step 6: Determine the resultant electric field magnitude at M using the Pythagorean theorem for perpendicular vectors:
Enet = √(E1² + E2²) = √(19285714.29² + 52691326.53²) ≈ 56.11 × 10⁶ V/m.",56.11 × 10^6,V/m,LD
CH012,"When an RLC circuit is in resonance, the impedance Z is measured at 145 Ω. What is the pure resistance R?","Step 1: Identify the given information from the problem: the impedance of the resonant circuit is Z=145 Ω.
Step 2: Recall the resonance condition in a series RLC circuit: X_L=X_C.
Step 3: Determine the consequence of the resonance condition: the inductive and capacitive reactances cancel so the net reactance becomes X_L−X_C=0.
Step 4: Recall the impedance formula for a series RLC circuit and apply the resonance condition: Z=√(R²+(X_L−X_C)²)=√(R²+0²)=R.
Step 5: Substitute the given impedance value to determine the resistance: R=145 Ω.",145,Ω,CH
NL315,What is the shape of the graph representing the electrostatic energy as a function of capacitance C (keeping voltage U constant)?,"Step 1: Identify the formula for electrostatic energy (W_C) in terms of capacitance (C) and voltage (U).
Step 2: The formula is W_C = (1/2)CU².
Step 3: The question states that voltage (U) is kept constant.
Step 4: In the formula W = (1/2)CU², since (1/2) and U² are positive constants, the graph representing the electrostatic energy (W_C) as a function of capacitance (C) is a straight line with an upward inclination.",Upward straight line,-,NL
NL373,"In an LC circuit, a capacitor has a capacitance of 25 µF, and the voltage at time t is 150cos(1000t) V. Calculate the maximum electric field energy.","Step 1: Identify the given parameters from the problem: capacitance C = 25 µF and the time-dependent voltage V(t) = 150cos(1000t) V.
Step 2: Convert the capacitance to standard SI units: C = 25 × 10⁻⁶ F.
Step 3: Extract the maximum voltage (amplitude) V_max from the voltage equation V(t) = V_max × cos(ωt + φ). Here, V_max = 150 V.
Step 4: State the formula for the maximum energy stored in the electric field of a capacitor: W_max = (1/2) × C × V_max².
Step 5: Substitute the values into the formula: W_max = (1/2) × (25 × 10⁻⁶) × 150².
Step 6: Calculate the square of the maximum voltage: 150² = 22500.
Step 7: Perform the final calculation: W_max = 12.5 × 10⁻⁶ × 22500 = 0.28125 J.",0.28125,J,NL
CH358,"Given U = 150 V, R = 50 Ω at resonance. Calculate I.","Step 1: Identify the given voltage (U) and resistance (R).
Step 2: At resonance, the total impedance (Z) of the circuit is equal to the resistance (R).
Step 3: Use Ohm's Law for the circuit, I = U / Z.
Step 4: Substitute the values: I = 150 V / 50 Ω = 3 A.",3.00,A,CH
TD079,A parallel-plate air capacitor has a capacitance of 39.72 pF and is charged to a potential difference of 113.6 V. Calculate the electric field energy stored in the capacitor.,"Step 1: Identify the given capacitance (C) and potential difference (V).
Step 2: Convert the capacitance from picofarads (pF) to farads (F).
Step 3: Use the formula for the electric field energy (U) stored in a capacitor: U = 0.5 × C × V^2.
Step 4: The electric field energy stored in the capacitor is approximately 256.29 nJ.",256.29,nJ,TD
TD056,An air-filled parallel plate capacitor has a plate area of 47.7 cm² and the distance between the two plates is 1.33 mm. Calculate the capacitance of the capacitor.,"Step 1: Identify the given values: A = 47.7 cm^2, d = 1.33 mm.
Step 2: Convert the units to SI: A = 47.7 × 10^-4 m^2 and d = 1.33 × 10^-3 m.
Step 3: Recall the capacitance formula for a parallel-plate capacitor: C = κ × ε₀ × (A / d), where ε₀ is the permittivity of free space (approximately 8.854 × 10⁻¹² F/m for air).
Step 4: The capacitance of the capacitor is approximately 31.75 pF.",31.75,pF,TD
LD165,"Two electric forces have magnitudes of 11 N and 5 N, and act at an angle of 135° to each other. Calculate the resultant force of these two electric forces.","Step 1: The magnitudes of the two electric forces are F1 = 11 N and F2 = 5 N.
Step 2: The angle between these two forces is θ = 135°.
Step 3: The magnitude of the resultant force (R) of two forces can be calculated using the law of cosines: R = √(F1² + F2² + 2F1F2 cos(θ)).
Step 4: Substitute the given values into the formula: R = √((11 N)² + (5 N)² + 2 × (11 N) × (5 N) × cos(135°)).
Step 5: The magnitude of the resultant force of these two electric forces is approximately 8.2594 N.",8.2594,N,LD
DDT132,"A solenoid is 1 m long, has 2000 turns of wire, and a current of 3 A flows through it. Calculate the magnetic field inside the solenoid.","Step 1: Identify the given values from the question: Length (L) = 1 m, Number of turns (N) = 2000, Current (I) = 3 A, and the permeability of free space (μ₀) = 4π × 10⁻⁷ T×m/A.
Step 2: Calculate the number of turns per unit length (n) using the formula n = N / L.
Step 3: Substitute the values: n = 2000 turns / 1 m = 2000 turns/m.
Step 4: Use the formula for the magnetic field inside a solenoid: B = μ₀ × n × I.
Step 5: Substitute the numerical values into the formula: B = (4 × π × 10⁻⁷) × 2000 × 3.
Step 6: Perform the calculation: B = 24000 × π × 10⁻⁷ = 0.00754 T.",0.00754,T,DDT
TD367,"A capacitor has a capacitance of 2 μF, and a voltage U is applied across it. If U is doubled, how many times will the electric field energy increase?","Step 1: State the energy formula: W = 0.5 × C × V².
Step 2: Note that energy is proportional to the square of the voltage (W ∝ V²).
Step 3: If the voltage is doubled (V_new = 2V), the energy increases by a factor of 2².
Step 4: Conclude that the energy increases by 4 times.",4,lần,TD
CH019,The impedance of an RLC circuit at resonance is measured to be 90 Ω. Calculate R?,"Step 1: Identify the given information from the problem: the impedance of the RLC circuit at resonance is Z=90 Ω.
Step 2: Recall the resonance condition in a series RLC circuit: X_L=X_C.
Step 3: Determine the consequence of this condition: the net reactance becomes X_L−X_C=0.
Step 4: Recall the impedance expression of a series RLC circuit: Z=√(R²+(X_L−X_C)²).
Step 5: Simplify the impedance expression using the resonance condition: Z=√(R²+0²)=R.
Step 6: Substitute the given impedance value to determine the resistance: R=90 Ω.",90,Ω,CH
DDT342,"An RLC series circuit has an impedance Z = 45 Ω, and a voltage U = 90 V is applied across it. Calculate the RMS current.","Step 1: Identify the given values from the question. The total impedance of the RLC series circuit is Z = 45 Ω and the applied voltage across the circuit is U = 90 V. The objective of the problem is to determine the RMS current flowing through the circuit.
Step 2: Recall the relationship between voltage, current, and impedance in an AC circuit. In alternating current circuits, Ohm’s Law relates the RMS voltage, RMS current, and total impedance. The relationship is expressed by the formula U = I × Z, where U is the RMS voltage, I is the RMS current, and Z is the total impedance.
Step 3: Rearrange the formula to solve for the RMS current. Dividing both sides of the equation by Z gives the expression I = U / Z.
Step 4: Substitute the given numerical values into the formula for current. Using the provided voltage and impedance, the expression becomes I = 90 V / 45 Ω.
Step 5: Perform the calculation with units. Dividing the voltage by the impedance gives 90 V / 45 Ω = 2.0 A.
Step 6: Interpret the result. The calculated value represents the effective or RMS current flowing through the entire series RLC circuit under the applied AC voltage.
Step 7: State the final conclusion. The RMS current flowing through the circuit is I = 2.0 A.",2.0,A,DDT
NL088,An inductor has a current of 2 A and an inductance of 0.5 H. Calculate the magnetic energy (mJ).,"Step 1: Identify the given values from the question. The current (I) is 2 A and the inductance (L) is 0.5 H.
Step 2: Recall the formula for the magnetic energy (E_B) stored in an inductor, which is E_B = (1/2) × L × I^2.
Step 3: Substitute the given values into the formula: E_B = (1/2) × (0.5 H) × (2 A)^2.
Step 4: The final calculated value of E_B: E_B = 1 J = 1000.00 mJ.",1000.00,mJ,NL
CH162,"An RMS voltage U = 150 V is applied to a series RLC circuit with R = 100 Ω, which is at resonance. Calculate the maximum effective (RMS) current, Imax.","Step 1: Identify that the circuit is a series RLC circuit operating at resonance.
Step 2: Recall that at resonance, the impedance (Z) of a series RLC circuit is equal to its resistance (R).
Step 3: State the given resistance R = 100 Ω. Therefore, the impedance Z = 100 Ω.
Step 4: State the given RMS voltage U = 150 V. Then, I = U / R = 1.5 A",1.5,A,CH
CH344,A circuit has L = 0.08 H and C = 100 µF. Calculate f0.,"Step 1: Identify the given values for inductance (L) and capacitance (C).
Step 2: Convert the capacitance from microfarads (µF) to farads (F).
Step 3: Recall the formula for the resonant frequency (f0) of an LC circuit.
Step 4: Substitute the values of L and C into the formula. Then, f0 = 56.27 Hz.",56.27,Hz,CH
NL024,"A capacitor C = 25 μF is charged at U = 120 V. After that, it is connected to an inductor. Calculate the total oscillation energy (mJ).","Step 1: The total oscillation energy in an ideal LC circuit is mathematically equivalent to the initial maximum electrical energy stored in the completely charged capacitor prior to its connection to the inductor.
Step 2: The mathematical relationship defining the maximum energy stored in the capacitor is E = 0.5 × C × U^2, where E represents the total energy, C represents the capacitance, and U represents the initial charging voltage.
Step 3: Substituting the explicitly specified parameters C = 25 × 10^-6 F and U = 120 V into the energy relationship yields E = 0.5 × (25 × 10^-6) × 120^2 J.
Step 4: Evaluating the mathematical expression yields E = 0.5 × 25 × 10^-6 × 14400 J = 0.18 J = 180.00 mJ.",180.00,mJ,NL
