id,prefix,topic,answer,unit,reject_reason,detail,question
DDT337,DDT,ac_resonance,0.60,-,non_numeric_or_unitless,,"An RLC series circuit has R = 18 Ω and Z = 30 Ω. Calculate the power factor, cosφ."
DDT340,DDT,general_physics,38.16 Ω and 0.30,-,non_numeric_or_unitless,,"Given a series circuit with R = 12 Ω, C = 80 μF, and a frequency of 60 Hz, determine the capacitive reactance and the power factor if the impedance Z = 40 Ω."
DDT343,DDT,ac_resonance,0.40,-,non_numeric_or_unitless,,"Given a series RLC circuit has R = 16 Ω, Z = 40 Ω, calculate the power factor cosφ."
DDT350,DDT,LC_oscillation,The circuit exhibits an inductive characteristic.,-,non_numeric_or_unitless,,"Given a series RLC circuit with Z_L = 100 Ω and Z_C = 80 Ω, what characteristic does the circuit exhibit?"
DDT352,DDT,LC_oscillation,the charge Q reaches its maximum value,-,non_numeric_or_unitless,,When does the electric field energy stored in an LC circuit reach its maximum?
DDT354,DDT,induction,No,-,non_numeric_or_unitless,,"In an ideal LC circuit, is the total electromagnetic energy lost?"
DDT359,DDT,induction,Henry,H,non_numeric_or_unitless,,What is the unit of inductance L?
DDT360,DDT,induction,Sinusoidal waves with a phase shift of π/2,-,non_numeric_or_unitless,,What is the shape of the graph representing the electric field energy and magnetic field energy in an LC circuit?
DT047,DT,electrostatics_field,1/2 . (1/ \sqrt{E_A} + 1/ \sqrt{E_B}),-,non_numeric_or_unitless,,"A charge q is placed at point O in the air. Ox is an electric field line. Take two points A and B on Ox. Let M be the midpoint of AB. E_A is the electric field strength at A, and E_B is the electric field strength at B. Determine 1/sqrt(E_M) in terms of E_A and E_B."
LD047,LD,electrostatics_force,Hướng về phía q₂,-,non_numeric_or_unitless,,"A test charge is placed at a point whose distances to the two charges q1 = +2 μC and q2 = -3 μC are 3 cm and 4 cm, respectively. The two charges are fixed and separated by 7 cm. What is the direction of the net electric force acting on the test charge?"
LD077,LD,electrostatics_field,E1 = (3/4)E2,-,non_numeric_or_unitless,,"Two test charges q1 and q2 (q1 = 4q2) are placed at points A and B respectively in an electric field. The force acting on q1 is F1, and the force acting on q2 is F2 (with F1 = 3F2). Let E1 and E2 be the electric field strengths at A and B respectively. What is the relationship between E1 and E2?"
LD085,LD,electrostatics_field,2 × sqrt(2) × k × q / a^2,-,non_numeric_or_unitless,,"At the three vertices of a right isosceles triangle ABC, with AB = AC = a, three positive charges qA = qB = q and qC = 2q are placed in a vacuum. What is the expression for the electric field intensity at H, which is the foot of the altitude dropped from the right-angle vertex A to the hypotenuse BC?"
LD087,LD,electrostatics_field,-2\sqrt{2} x q,-,non_numeric_or_unitless,,Given a square ABCD with side length 'a'. Charges q1 = q3 = q are placed at A and C. What charge must be placed at B so that the electric field at D is zero?
NL025,NL,LC_oscillation,all energy is entirely stored in the magnetic field of the inductor,-,non_numeric_or_unitless,,"In a harmonically oscillating LC circuit, when the current is maximum, where is the energy stored?"
NL026,NL,LC_oscillation,all energy is entirely stored in the electric field of the capacitor,-,non_numeric_or_unitless,,"In an ideal LC circuit, when the current is zero, where is the energy entirely stored?"
NL100,NL,LC_oscillation,maximum (WC = ½LI₀²),-,non_numeric_or_unitless,,"An ideal LC circuit oscillates with constant total energy. At t = T/4, WL = 0. Calculate WC."
NL119,NL,LC_oscillation,all the energy is stored in the electric field of the capacitor,-,non_numeric_or_unitless,,"An LC circuit is oscillating, and the current is zero. What form of energy is present at this moment?"
NL120,NL,LC_oscillation,maximum,-,non_numeric_or_unitless,,"An LC circuit is oscillating, and the electric field energy is zero. Calculate the instantaneous current."
NL303,NL,induction,W = 1/2 · L · I²,-,non_numeric_or_unitless,,What is the formula for the magnetic field energy in a pure inductor?
NL305,NL,capacitor,upward parabola,-,non_numeric_or_unitless,,What is the shape of the graph representing the energy stored in a capacitor as a function of the voltage U?
NL306,NL,induction,upward parabola,-,non_numeric_or_unitless,,What is the shape of the graph of magnetic field energy versus current I?
NL307,NL,capacitor,less than,-,non_numeric_or_unitless,,"When two identical capacitors are connected in series to a voltage source, how does the total stored energy compare to when they are connected in parallel?"
NL308,NL,induction,When the current is zero,-,non_numeric_or_unitless,,When will the magnetic field energy in a coil be zero?
NL309,NL,capacitor,Increase by 4 times,-,non_numeric_or_unitless,,"When the voltage across the capacitor doubles, how will the electric field energy change?"
NL315,NL,capacitor,Upward straight line,-,non_numeric_or_unitless,,What is the shape of the graph representing the electrostatic energy as a function of capacitance C (keeping voltage U constant)?
NL316,NL,induction,Upward straight line,-,non_numeric_or_unitless,,What is the shape of the graph representing magnetic field energy as a function of inductance L (keeping I constant)?
NL317,NL,induction,Reduced to 1/4,-,non_numeric_or_unitless,,"If the current through a coil is halved, how will the magnetic field energy change?"
NL318,NL,LC_oscillation,Half of the total energy,J,non_numeric_or_unitless,,"In an ideal LC circuit, when the magnetic energy is half of the total energy, what is the electric energy?"
NL320,NL,capacitor,Joule,J,non_numeric_or_unitless,,What is the SI unit of electric field energy?
NL323,NL,capacitor,Doubled,-,non_numeric_or_unitless,,"In a parallel-plate capacitor, if the distance between the two plates is doubled and the electric charge remains constant, how will the electric field energy change?"
NL324,NL,capacitor,Linear function increases,-,non_numeric_or_unitless,,"What is the shape of the graph of the electric field energy in a capacitor as a function of the distance 'd' between its plates, given that its capacitance changes due to the plates being stretched apart, while the electric charge on the capacitor is kept constant?"
NL325,NL,induction,1/4,-,non_numeric_or_unitless,,"At time t, the electric field energy is 3/4 of the total energy in an ideal LC circuit. What fraction is the magnetic field energy?"
NL327,NL,LC_oscillation,Conservation of energy,-,non_numeric_or_unitless,,"The electric field energy in the capacitor gradually increases from zero to its maximum, while simultaneously the magnetic field energy decreases from its maximum to zero. What does this indicate about the oscillation process?"
NL335,NL,capacitor,4,-,non_numeric_or_unitless,,"A capacitor with a capacitance of 2 µF is charged and then disconnected from the source. If the distance between the plates is quadrupled, how many times the initial energy is the new electric field energy?"
NL350,NL,capacitor,increase 3 times,-,non_numeric_or_unitless,,"A parallel-plate capacitor has a constant charge. When the distance between the two plates increases from 2 mm to 6 mm, how does the electric field energy change?"
TD093,TD,capacitor,5.73,-,non_numeric_or_unitless,,"A parallel-plate capacitor has a capacitance of 5.2 nF, the area of each plate is 12.3 cm², and the distance between the plates is 1.2×10⁻⁵ m. Calculate the dielectric constant of the dielectric material inside the capacitor."
TD094,TD,capacitor,11.04,-,non_numeric_or_unitless,,"A capacitor has a capacitance of 8.8 nF. Its square plates have an area of 9 cm², and the distance between the plates is 1.0×10⁻⁵ m. What is the dielectric constant of the material inside the capacitor?"
TD098,TD,capacitor,4.57,-,non_numeric_or_unitless,,"A capacitor has a capacitance of 6.3 nF, a plate area of 14 cm², and a plate separation of 9.0×10⁻⁶ m. Calculate the dielectric constant of the dielectric material in the capacitor."
TD100,TD,capacitor,10.89,-,non_numeric_or_unitless,,"A capacitor has a capacitance of 9.2 nF, its plates are square with an area of 10.5 cm², and the distance between the two plates is 1.1×10⁻⁵ m. Calculate the dielectric constant."
TD377,TD,capacitor,the voltage is halfed,-,non_numeric_or_unitless,,"A capacitor has a charge Q = 50 μC and a capacitance C = 5 μF. If it's replaced with another capacitor having a capacitance of 10 μF, but the charge Q is kept constant, how does the voltage change?"
TD380,TD,capacitor,decreases by 4 times,-,non_numeric_or_unitless,,"A capacitor has a charge of 90 μC and a voltage of 30 V. If the charge decreases to 45 μC, how many times does the energy change?"
TD386,TD,capacitor,decreases by half,-,non_numeric_or_unitless,,"A parallel-plate capacitor is placed in a dielectric (ε = 4), with plate area S = 300 cm² and separation d = 1 mm. If the dielectric is replaced with one where ε = 2, how does the capacitance change?"
THCB071,THCB,circuit_resistance,Resistance decreases → current increases.,-,non_numeric_or_unitless,,"In an electrical circuit, if the resistance of branch D₂ decreases, how will the current through D₂ change?"
THCB073,THCB,circuit_resistance,The lamp shines brighter because the current through it increases.,-,non_numeric_or_unitless,,"If the total current increases when the resistance of the variable resistor is decreased, what happens to the light bulbs?"
THCB081,THCB,circuit_resistance,Total current increases.,-,non_numeric_or_unitless,,"If the current through one lamp in a parallel circuit increases, how will the total current change?"
THCB083,THCB,circuit_resistance,Brighter because the current is higher.,-,non_numeric_or_unitless,,"If two bulbs are connected in parallel, both at the same voltage, how bright will the bulb with lower resistance be?"
THCB247,THCB,measurement_error,0.2,-,non_numeric_or_unitless,,"The measured value is 9.8, while the accepted value is 10.0. Calculate the absolute error."
THCB248,THCB,measurement_error,0.3,-,non_numeric_or_unitless,,"The measured value is 15.3, while the accepted value is 15.0. Calculate the absolute error."
THCB249,THCB,measurement_error,0.02,-,non_numeric_or_unitless,,"The measured value is 0.98, while the accepted value is 1.0. Calculate the absolute error."
THCB250,THCB,measurement_error,0.2,-,non_numeric_or_unitless,,"The measured value is 4.7, while the accepted value is 4.5. Calculate the absolute error."
THCB251,THCB,measurement_error,1.2,-,non_numeric_or_unitless,,"The measured value is 101.2, while the accepted value is 100.0. Calculate the absolute error."
THCB252,THCB,measurement_error,3.25,-,non_numeric_or_unitless,,A measurement is reported as x = 3.2 ± 0.05. What is the maximum possible value?
THCB253,THCB,measurement_error,12.8,-,non_numeric_or_unitless,,A measurement is reported as x = 12.6 ± 0.2. What is the maximum possible value?
THCB254,THCB,measurement_error,0.49,-,non_numeric_or_unitless,,A measurement is reported as x = 0.48 ± 0.01. What is the maximum possible value?
THCB255,THCB,measurement_error,25.5,-,non_numeric_or_unitless,,A measurement is reported as x = 25.0 ± 0.5. What is the maximum possible value?
THCB256,THCB,measurement_error,7.88,-,non_numeric_or_unitless,,A measurement is reported as x = 7.85 ± 0.03. What is the maximum possible value?
THCB257,THCB,measurement_error,3.15,-,non_numeric_or_unitless,,A measurement is reported as x = 3.2 ± 0.05. What is the minimum possible value?
THCB258,THCB,measurement_error,12.4,-,non_numeric_or_unitless,,A measurement is reported as x = 12.6 ± 0.2. What is the minimum possible value?
THCB259,THCB,measurement_error,0.47,-,non_numeric_or_unitless,,A measurement is reported as x = 0.48 ± 0.01. What is the minimum possible value?
THCB260,THCB,measurement_error,24.5,-,non_numeric_or_unitless,,A measurement is reported as x = 25.0 ± 0.5. What is the minimum possible value?
THCB261,THCB,measurement_error,7.82,-,non_numeric_or_unitless,,A measurement is reported as x = 7.85 ± 0.03. What is the minimum possible value?
THCB272,THCB,measurement_error,0.3,-,non_numeric_or_unitless,,A quantity y = a + b is computed from a = 3.2 ± 0.1 and b = 4.6 ± 0.2. Calculate the absolute error of y.
THCB273,THCB,measurement_error,0.5,-,non_numeric_or_unitless,,A quantity y = a + b is computed from a = 12.5 ± 0.3 and b = 8.0 ± 0.2. Calculate the absolute error of y.
THCB274,THCB,measurement_error,0.05,-,non_numeric_or_unitless,,A quantity y = a + b is computed from a = 0.75 ± 0.02 and b = 1.25 ± 0.03. Calculate the absolute error of y.
THCB275,THCB,measurement_error,0.9,-,non_numeric_or_unitless,,A quantity y = a + b is computed from a = 25.0 ± 0.5 and b = 15.0 ± 0.4. Calculate the absolute error of y.
THCB276,THCB,measurement_error,0.15,-,non_numeric_or_unitless,,A quantity y = a + b is computed from a = 6.8 ± 0.1 and b = 2.4 ± 0.05. Calculate the absolute error of y.
THCB277,THCB,measurement_error,0.4,-,non_numeric_or_unitless,,A quantity y = ab is computed from a = 4.0 ± 0.1 and b = 2.0 ± 0.05. Calculate the absolute error of y.
THCB278,THCB,measurement_error,1.2,-,non_numeric_or_unitless,,A quantity y = ab is computed from a = 6.0 ± 0.2 and b = 3.0 ± 0.1. Calculate the absolute error of y.
THCB279,THCB,measurement_error,0.9,-,non_numeric_or_unitless,,A quantity y = ab is computed from a = 2.5 ± 0.05 and b = 8.0 ± 0.2. Calculate the absolute error of y.
THCB280,THCB,measurement_error,0.75,-,non_numeric_or_unitless,,A quantity y = ab is computed from a = 10.0 ± 0.3 and b = 1.5 ± 0.03. Calculate the absolute error of y.
THCB281,THCB,measurement_error,1.6,-,non_numeric_or_unitless,,A quantity y = ab is computed from a = 12.0 ± 0.4 and b = 2.5 ± 0.05. Calculate the absolute error of y.
THCB282,THCB,measurement_error,10,-,non_numeric_or_unitless,,"Three repeated measurements give 9.8, 10.0, and 10.2. Calculate the average measured value."
THCB283,THCB,measurement_error,5,-,non_numeric_or_unitless,,"Three repeated measurements give 4.9, 5.1, and 5.0. Calculate the average measured value."
THCB284,THCB,measurement_error,0.497,-,non_numeric_or_unitless,,"Three repeated measurements give 0.48, 0.51, and 0.5. Calculate the average measured value."
THCB285,THCB,measurement_error,19.967,-,non_numeric_or_unitless,,"Three repeated measurements give 19.8, 20.1, and 20.0. Calculate the average measured value."
THCB286,THCB,measurement_error,3,-,non_numeric_or_unitless,,"Three repeated measurements give 2.95, 3.05, and 3.0. Calculate the average measured value."
