"id","prefix","question","answer","unit","topic","explanation"
"CHLT019","CHLT","Does a series RLC circuit with R=20 Ω, L=0.1 H, C=50 μF resonate at f=71 Hz?","Yes","-","ac_resonance","The natural resonant frequency is f0 = 1/(2π√LC). For L = 0.1 H and C = 50 μF, f0 is about 71.18 Hz. The given 71 Hz is a rounded match, so the circuit is resonant."
"CHLT020","CHLT","An AC circuit consists of R=10 Ω, L=0.05 H, C=100 μF. When the frequency is 225 Hz, does resonance occur?","No","-","ac_resonance","The resonant frequency for L = 0.05 H and C = 100 μF is about 71.18 Hz. The applied frequency 225 Hz is far from that value. Therefore resonance does not occur."
"CHLT021","CHLT","An RLC series circuit has R = 20 Ω, L = 0.5 H, and C = 20 μF. If the AC source frequency is 50.33 Hz, does the circuit reach electrical resonance?","Yes","-","ac_resonance","The resistance does not set the resonance frequency; L and C do. With L = 0.5 H and C = 20 μF, f0 = 1/(2π√LC) ≈ 50.33 Hz. Since the source frequency equals f0, the answer is Yes."
"CHLT022","CHLT","An RLC series circuit has R = 30 Ω, L = 0.2 H, and C = 50 μF. If the AC source frequency is 50.33 Hz, does the circuit reach electrical resonance?","Yes","-","ac_resonance","Using L = 0.2 H and C = 50 μF in f0 = 1/(2π√LC) gives about 50.33 Hz. The supplied frequency matches the resonant frequency, so the circuit reaches electrical resonance."
"CHLT023","CHLT","An RLC series circuit has R = 40 Ω, L = 0.1 H, and C = 25 μF. If the AC source frequency is 100.66 Hz, does the circuit reach electrical resonance?","Yes","-","ac_resonance","The resonant frequency is calculated from L and C. For L = 0.1 H and C = 25 μF, f0 is approximately 100.66 Hz. This is the same as the source frequency, so resonance occurs."
"CHLT024","CHLT","An RLC series circuit has R = 50 Ω, L = 0.4 H, and C = 10 μF. If the AC source frequency is 79.58 Hz, does the circuit reach electrical resonance?","Yes","-","ac_resonance","For L = 0.4 H and C = 10 μF, f0 = 1/(2π√LC) gives 79.58 Hz. Because the source frequency equals the natural resonant frequency, the circuit is in resonance."
"CHLT025","CHLT","An RLC series circuit has R = 60 Ω, L = 0.3 H, and C = 30 μF. If the AC source frequency is 53.05 Hz, does the circuit reach electrical resonance?","Yes","-","ac_resonance","The resonant frequency from L = 0.3 H and C = 30 μF is 53.05 Hz. The supplied frequency is also 53.05 Hz. Therefore the inductive and capacitive reactances are equal and resonance occurs."
"CHLT026","CHLT","An RLC series circuit has R = 20 Ω, L = 0.08 H, and C = 80 μF. If the AC source frequency is 62.91 Hz, does the circuit reach electrical resonance?","Yes","-","ac_resonance","The series circuit reaches resonance only if the applied frequency equals the LC natural frequency. Applying f0 = 1/(2π√LC) to L = 0.08 H and C = 80 μF gives about 62.91 Hz. This matches the source frequency, so resonance occurs."
"CHLT027","CHLT","An RLC series circuit has R = 30 Ω, L = 0.5 H, and C = 20 μF. If the AC source frequency is 50.33 Hz, does the circuit reach electrical resonance?","Yes","-","ac_resonance","With L = 0.5 H and C = 20 μF, the resonance formula gives f0 ≈ 50.33 Hz. The given source frequency matches this value. Hence the circuit is resonant."
"CHLT028","CHLT","An RLC series circuit has R = 40 Ω, L = 0.2 H, and C = 50 μF. If the AC source frequency is 50.33 Hz, does the circuit reach electrical resonance?","Yes","-","ac_resonance","The LC product determines the natural frequency, while R does not shift the ideal resonance value. For L = 0.2 H and C = 50 μF, f0 = 1/(2π√LC) gives 50.33 Hz. The AC source has that same frequency, so resonance occurs."
"CHLT029","CHLT","An RLC series circuit has R = 50 Ω, L = 0.1 H, and C = 25 μF. If the AC source frequency is 100.66 Hz, does the circuit reach electrical resonance?","Yes","-","ac_resonance","Compute the resonant frequency using the given L and C: f0 = 1/(2π√(0.1×25×10⁻⁶)) = 100.66 Hz. Since the source frequency is also 100.66 Hz, the condition XL = XC is satisfied and the circuit reaches resonance."
"CHLT030","CHLT","An RLC series circuit has R = 60 Ω, L = 0.4 H, and C = 10 μF. If the AC source frequency is 79.58 Hz, does the circuit reach electrical resonance?","Yes","-","ac_resonance","For L = 0.4 H and C = 10 μF, the natural resonant frequency is 79.58 Hz. The source frequency exactly matches this rounded value. Therefore the circuit is in electrical resonance."
