"id","prefix","question","answer","unit","topic","explanation"
"DT114","DT","A point charge q = 7 nC is placed in air. Calculate the electric field strength at a point 9 cm from the charge.","7777.78","V/m","electrostatics_field","The field magnitude is E = k|q|/r². With q = 7 nC = 7×10^-9 C and r = 0.09 m, the inverse-square distance factor reduces the field. The result is 7777.78 V/m."
"DT115","DT","A point charge q = 8 nC is placed in air. Calculate the electric field strength at a point 3 cm from the charge.","80000","V/m","electrostatics_field","At 3 cm, the point is close to the charge, so the inverse-square field is large. Use r = 0.03 m and q = 8×10^-9 C. Then E = 9×10^9×8×10^-9/0.03² = 80000 V/m."
"DT116","DT","A point charge q = 9 nC is placed in air. Calculate the electric field strength at a point 4 cm from the charge.","50625","V/m","electrostatics_field","Convert q and r to SI units before applying the point-charge formula. Here q = 9×10^-9 C and r = 0.04 m. Using E = k|q|/r² gives the electric field strength 50625 V/m."
"DT117","DT","A point charge q = 2 nC is placed in air. Calculate the electric field strength at a point 5 cm from the charge.","7200","V/m","electrostatics_field","For the point charge, use E = k|q|/r². Convert q = 2 nC to 2×10^-9 C and r = 5 cm to 0.05 m. Substitution gives a field strength of 7200 V/m."
"DT118","DT","A point charge q = 3 nC is placed in air. Calculate the electric field strength at a point 6 cm from the charge.","7500","V/m","electrostatics_field","Use k = 9×10^9 for air and r = 0.06 m after converting 6 cm. Also convert q = 3 nC to 3×10^-9 C. The expression E = kq/r² gives 7500 V/m."
"DT119","DT","A point charge q = 4 nC is placed in air. Calculate the electric field strength at a point 7 cm from the charge.","7346.94","V/m","electrostatics_field","The electric field decreases with the square of distance. Convert q = 4 nC to 4×10^-9 C and r = 7 cm to 0.07 m. Substituting into E = kq/r² gives 7346.94 V/m."
"DT120","DT","A point charge q = 5 nC is placed in air. Calculate the electric field strength at a point 8 cm from the charge.","7031.25","V/m","electrostatics_field","Apply E = k|q|/r² for the field magnitude. With q = 5×10^-9 C and r = 0.08 m, all quantities are in SI units. The calculated field is 7031.25 V/m."
"DT121","DT","A point charge q = 6 nC is placed in air. Calculate the electric field strength at a point 9 cm from the charge.","6666.67","V/m","electrostatics_field","At r = 0.09 m, use the point-charge field formula E = k|q|/r². Convert q = 6 nC to 6×10^-9 C. Then E = 9×10^9×6×10^-9/r² = 6666.67 V/m, after squaring the distance."
"DT122","DT","A point charge q = 7 nC is placed in air. Calculate the electric field strength at a point 3 cm from the charge.","70000","V/m","electrostatics_field","The distance is small, so the inverse-square field is large. Convert q = 7 nC to 7×10^-9 C and use r = 0.03 m. Applying E = kq/r² gives 70000 V/m."
"DT123","DT","A point charge q = 8 nC is placed in air. Calculate the electric field strength at a point 4 cm from the charge.","45000","V/m","electrostatics_field","Convert 4 cm to 0.04 m and 8 nC to 8×10^-9 C. Then use E = 9×10^9|q|/r² for the field magnitude. The result is 45000 V/m, which is also N/C."
"DT124","DT","A point charge q = 9 nC is placed in air. Calculate the electric field strength at a point 5 cm from the charge.","32400","V/m","electrostatics_field","For a charge of 9 nC at 5 cm, use E = k|q|/r². Convert to q = 9×10^-9 C and r = 0.05 m. Substitution gives E = 32400 V/m."
"DT125","DT","A point charge q = 2 nC is placed in air. Calculate the electric field strength at a point 6 cm from the charge.","5000","V/m","electrostatics_field","The field from a point charge is E = k|q|/r². Convert q = 2 nC to 2×10^-9 C and r = 6 cm to 0.06 m. The resulting field strength is 5000 V/m."
"DT126","DT","A point charge q = 3 nC is placed in air. Calculate the electric field strength at a point 7 cm from the charge.","5510.2","V/m","electrostatics_field","Use E = 9×10^9|q|/r² with q in coulombs and r in meters. Convert q = 3 nC to 3×10^-9 C and r = 7 cm to 0.07 m. This gives E = 5510.2 V/m."
"DT127","DT","A point charge q = 4 nC is placed in air. Calculate the electric field strength at a point 8 cm from the charge.","5625","V/m","electrostatics_field","The distance 8 cm is 0.08 m and q = 4 nC is 4×10^-9 C. Substituting these SI values into the point-charge formula E = kq/r² gives E = 5625 V/m."
"DT128","DT","A point charge q = 5 nC is placed in air. Calculate the electric field strength at a point 9 cm from the charge.","5555.56","V/m","electrostatics_field","For a point charge in air, E = k|q|/r². Convert q = 5 nC to 5×10^-9 C and r = 9 cm to 0.09 m. Substitution gives the field magnitude 5555.56 V/m."
"DT129","DT","A point charge q = 6 nC is placed in air. Calculate the electric field strength at a point 3 cm from the charge.","60000","V/m","electrostatics_field","At 3 cm, r = 0.03 m and r² = 0.0009 m². Convert q = 6 nC to 6×10^-9 C, then apply E = kq/r². This gives E = 60000 V/m."
"DT130","DT","A point charge q = 7 nC is placed in air. Calculate the electric field strength at a point 4 cm from the charge.","39375","V/m","electrostatics_field","Convert the distance to 0.04 m and the charge to 7×10^-9 C. The field magnitude is E = k|q|/r². Thus E = 9×10^9×7×10^-9/0.04² = 39375 V/m. The final value is positive because it is a magnitude."
"DT131","DT","A point charge q = 8 nC is placed in air. Calculate the electric field strength at a point 5 cm from the charge.","28800","V/m","electrostatics_field","Use E = k|q|/r² for a point charge in air. Convert q = 8 nC to 8×10^-9 C and r = 5 cm to 0.05 m. The computed field is 28800 V/m."
"DT132","DT","A point charge q = 9 nC is placed in air. Calculate the electric field strength at a point 6 cm from the charge.","22500","V/m","electrostatics_field","The formula E = k|q|/r² applies because the source is a point charge in air. Convert q = 9 nC to 9×10^-9 C and r = 6 cm to 0.06 m. The field strength is 22500 V/m."
"DT133","DT","A point charge q = 2 nC is placed in air. Calculate the electric field strength at a point 7 cm from the charge.","3673.47","V/m","electrostatics_field","The charge is small and the point is 7 cm away, so the field is modest. Convert q = 2 nC to 2×10^-9 C and r = 0.07 m. Substituting into E = kq/r² gives 3673.47 V/m."
"DT134","DT","A point charge q = 3 nC is placed in air. Calculate the electric field strength at a point 8 cm from the charge.","4218.75","V/m","electrostatics_field","For q = 3×10^-9 C at r = 0.08 m, calculate the field magnitude with E = kq/r². The distance must be squared in meters. The value is 4218.75 V/m."
"DT135","DT","A point charge q = 4 nC is placed in air. Calculate the electric field strength at a point 9 cm from the charge.","4444.44","V/m","electrostatics_field","Use the inverse-square field relation E = k|q|/r². Convert q = 4 nC to 4×10^-9 C and r = 9 cm to 0.09 m. The resulting field is E = 4444.44 V/m."
"DT136","DT","A point charge q = 5 nC is placed in air. Calculate the electric field strength at a point 3 cm from the charge.","50000","V/m","electrostatics_field","At 3 cm, convert the distance to r = 0.03 m and the charge to q = 5×10^-9 C. The field magnitude is E = 9×10^9×5×10^-9/0.03². This evaluates to 50000 V/m."
"DT137","DT","A point charge q = 6 nC is placed in air. Calculate the electric field strength at a point 4 cm from the charge.","33750","V/m","electrostatics_field","Convert 6 nC to coulombs and 4 cm to meters before substitution. Then apply E = k|q|/r² for the magnitude of the point-charge field. The result is 33750 V/m, using air as vacuum-like medium."
"DT138","DT","A point charge q = 7 nC is placed in air. Calculate the electric field strength at a point 5 cm from the charge.","25200","V/m","electrostatics_field","For q = 7 nC and r = 0.05 m, the point-charge formula gives E = k|q|/r². After converting q to coulombs, the calculation gives E = 25200 V/m. This unit is equivalent to N/C."
"DT139","DT","A point charge q = 8 nC is placed in air. Calculate the electric field strength at a point 6 cm from the charge.","20000","V/m","electrostatics_field","Use E = k|q|/r² with q = 8×10^-9 C and r = 0.06 m. The distance is in meters, so the SI calculation is consistent. Substitution gives E = 20000 V/m."
"DT140","DT","A point charge q = 9 nC is placed in air. Calculate the electric field strength at a point 7 cm from the charge.","16530.61","V/m","electrostatics_field","The field is proportional to the charge and inversely proportional to distance squared. Convert q = 9 nC to 9×10^-9 C and 7 cm to 0.07 m. Using SI units in E = kq/r² gives 16530.61 V/m."
"DT141","DT","A point charge q = 2 nC is placed in air. Calculate the electric field strength at a point 8 cm from the charge.","2812.5","V/m","electrostatics_field","At 8 cm, r = 0.08 m and q = 2 nC = 2×10^-9 C. Applying E = 9×10^9×q/r² gives 2812.5 V/m. The larger distance makes this field smaller than the closer cases."
"DT142","DT","A point charge q = 3 nC is placed in air. Calculate the electric field strength at a point 9 cm from the charge.","3333.33","V/m","electrostatics_field","Use E = k|q|/r². Convert q = 3 nC to 3×10^-9 C and r = 9 cm to 0.09 m. Substituting these values gives the field strength 3333.33 V/m, rounded to two decimal places."
"DT143","DT","A point charge q = 4 nC is placed in air. Calculate the electric field strength at a point 3 cm from the charge.","40000","V/m","electrostatics_field","For a 4 nC point charge at 3 cm, convert to q = 4×10^-9 C and r = 0.03 m. Then use E = 9×10^9q/r². The calculation gives E = 40000 V/m."
