id,prefix,topic,answer,unit,reject_reason,detail,question
DDT149,DDT,induction,Increase and the opposite current direction cause it,-,non_numeric_or_unitless,,"When the current through the solenoid increases rapidly, what happens to the induced electromotive force?"
DDT151,DDT,induction,400.0,mJ,constant_answer_code,,A solenoid has an inductance L = 0.2 H and carries a current of 2 A. Calculate the magnetic field energy in the solenoid.
DDT152,DDT,induction,Current through the solenoid,-,non_numeric_or_unitless,,What quantity does the magnetic field inside a solenoid depend linearly on?
DDT153,DDT,induction,Induced electromotive force (EMF),-,non_numeric_or_unitless,,"When the magnetic flux through a solenoid changes uniformly with time, what appears in the closed circuit?"
DDT154,DDT,induction,20.0,V,constant_answer_code,,"A solenoid has an inductance of 0.1 H. If the current increases from 0 to 4 A in 0.02 s, what is the average induced electromotive force?"
DDT156,DDT,induction,Henry (H),-,non_numeric_or_unitless,,What is the unit of inductance?
DDT160,DDT,induction,0.6,V,constant_answer_code,,The magnetic flux through a solenoid decreases from 0.006 Wb to 0 in 0.01 s. Calculate the average induced electromotive force.
DDT206,DDT,induction,Volt (V),-,non_numeric_or_unitless,,What is the unit of induced electromotive force?
DDT207,DDT,induction,increases in direct proportion,-,non_numeric_or_unitless,,"If a solenoid's cross-sectional area is increased, how does the its self-inductance change?"
DDT210,DDT,induction,inside the solenoid,-,non_numeric_or_unitless,,"In an idead solenoid, where is the magnetic field concentrated?"
DDT214,DDT,induction,20.00,V,constant_answer_code,,A solenoid has L = 0.2 H. The current decreases uniformly from 2 A to 0 in 0.02 s. Calculate the induced electromotive force.
DDT217,DDT,induction,cross-sectional area (S),-,non_numeric_or_unitless,,"In a solenoid, what factor does the magnetic field not depend on?"
DDT219,DDT,induction,the magnetic field energy increases proportionally to B²,-,non_numeric_or_unitless,,"If the magnetic field in a solenoid increases, how does the magnetic field energy increase?"
DDT220,DDT,induction,the current changes with time,-,non_numeric_or_unitless,,When does an induced electromotive force appear in a solenoid?
DDT321,DDT,induction,126.86,Ω,constant_answer_code,,"An RLC circuit has a resistance R = 20 Ω, an inductance L = 0.5 H, a capacitance C = 100 μF, and a frequency f = 50 Hz. Calculate the total impedance Z of the circuit."
DDT322,DDT,LC_oscillation,2.0,A,constant_answer_code,,What is the RMS current in an RLC circuit with a total impedance Z = 50 Ω and an RMS voltage of 100 V?
DDT325,DDT,general_physics,53.05,Ω,constant_answer_code,,"Given a circuit with C = 50 μF and f = 60 Hz, determine the capacitive reactance Z_C."
DDT327,DDT,ac_resonance,0.60,-,non_numeric_or_unitless,,"For an RLC circuit with R = 12 Ω and Z = 20 Ω, calculate the power factor (cosφ)."
DDT328,DDT,LC_oscillation,120.0,W,constant_answer_code,,"Calculate the power consumed by a circuit with U = 80 V, Z = 40 Ω, and R = 30 Ω."
DDT330,DDT,LC_oscillation,the circuit exhibits an inductive characteristic,-,non_numeric_or_unitless,,"In an RLC circuit, Z_L = 70 Ω and Z_C = 50 Ω. What is the circuit's characteristic?"
DDT331,DDT,LC_oscillation,10.03,Ω,constant_answer_code,,"An RLC series circuit consists of R = 10 Ω, L = 0.2 H, C = 50 μF, and the frequency f = 50 Hz. Calculate the impedance of the circuit."
DDT332,DDT,LC_oscillation,3.0,A,constant_answer_code,,"A series RLC circuit is supplied by an AC source of 120 V, with a total impedance Z of 40 Ω. Calculate the RMS current."
DDT336,DDT,LC_oscillation,25.0,Ω,constant_answer_code,,"For a series RLC circuit, with an applied voltage U = 100 V and a current I = 4 A, calculate the total impedance Z."
DDT337,DDT,ac_resonance,0.60,-,non_numeric_or_unitless,,"An RLC series circuit has R = 18 Ω and Z = 30 Ω. Calculate the power factor, cosφ."
DDT338,DDT,general_physics,63.62,V,constant_answer_code,,"Given R = 10 Ω and L = 0.2 H connected in series in a circuit operating at f = 50 Hz, determine the RMS voltage if the current is I = 1 A."
DDT339,DDT,LC_oscillation,270.0,W,constant_answer_code,,"An RLC series circuit has an impedance Z = 50 Ω, a resistance R = 30 Ω, and a source voltage of 150 V. Calculate the power consumed."
DDT340,DDT,general_physics,38.16 Ω and 0.30,-,non_numeric_or_unitless,,"Given a series circuit with R = 12 Ω, C = 80 μF, and a frequency of 60 Hz, determine the capacitive reactance and the power factor if the impedance Z = 40 Ω."
DDT343,DDT,ac_resonance,0.40,-,non_numeric_or_unitless,,"Given a series RLC circuit has R = 16 Ω, Z = 40 Ω, calculate the power factor cosφ."
DDT344,DDT,LC_oscillation,94.25,Ω,constant_answer_code,,"A circuit consists of an inductor L = 0.25 H in series with a resistor R = 10 Ω, at a frequency of 60 Hz. Calculate the inductive reactance Z_L."
DDT350,DDT,LC_oscillation,The circuit exhibits an inductive characteristic.,-,non_numeric_or_unitless,,"Given a series RLC circuit with Z_L = 100 Ω and Z_C = 80 Ω, what characteristic does the circuit exhibit?"
DDT351,DDT,LC_oscillation,0,A,constant_answer_code,,What is the current in an LC circuit when the capacitor is maximally charged?
DDT352,DDT,LC_oscillation,the charge Q reaches its maximum value,-,non_numeric_or_unitless,,When does the electric field energy stored in an LC circuit reach its maximum?
DDT354,DDT,induction,No,-,non_numeric_or_unitless,,"In an ideal LC circuit, is the total electromagnetic energy lost?"
DDT356,DDT,LC_oscillation,T = 2π√(LC),s,constant_answer_code,,How is the oscillation period of an LC circuit calculated?
DDT357,DDT,LC_oscillation,0,V,constant_answer_code,,What is the voltage across the capacitor when the current in an LC circuit is at its maximum?
DDT359,DDT,induction,Henry,H,non_numeric_or_unitless,,What is the unit of inductance L?
DDT360,DDT,induction,Sinusoidal waves with a phase shift of π/2,-,non_numeric_or_unitless,,What is the shape of the graph representing the electric field energy and magnetic field energy in an LC circuit?
DDT366,DDT,induction,0.025,J,constant_answer_code,,The current in an LC circuit is given by the expression i = I₀cos(ωt). Given I₀ = 0.5 A and L = 0.2 H. Calculate the maximum magnetic energy.
DDT378,DDT,induction,2.5×10⁻³,Wb,constant_answer_code,,A solenoid has a magnetic flux of 5×10⁻⁶ Wb per turn and consists of 500 turns. Calculate the total magnetic flux linkage.
DDT385,DDT,induction,7.5 × 10⁻³,H,constant_answer_code,,"Given that the induced electromotive force is 0.3 V, and the current decreases uniformly from 2 A to 0 A in 0.05 s. Calculate the self-inductance."
DDT387,DDT,induction,0.2,J,constant_answer_code,,"Given an inductor with an inductance of 0.1 H and a maximum current of 2 A, determine the maximum magnetic field energy."
DDT390,DDT,induction,1.26×10⁻³,T,constant_answer_code,,"For a solenoid with a turn density of n = 2000 turns/m and a current of I = 0.5 A, calculate the magnetic field B inside a solenoid. (Given μ₀ = 4π×10⁻⁷)."
DDT397,DDT,induction,0.005,H,constant_answer_code,,The current increases from 0 A to 10 A in 0.05 s. The induced electromotive force (EMF) measured is 1 V. Calculate the inductance.
DDT400,DDT,induction,7.54×10⁻³,T,constant_answer_code,,A solenoid has n = 3000 turns/m and I = 2 A. Calculate the magnetic field B inside the solenoid.
DT003,DT,electrostatics_field,351000,V/m,constant_answer_code,,"Two point charges, q1 = q2 = 16 x 10^-8 C, are placed at points A and B, which are 10 cm apart in the air. Determine the electric field strength caused by these two point charges at point C, given that AC = BC = 8 cm."
DT004,DT,electrostatics_force,0.7,N,constant_answer_code,,"At two points A and B, separated by 10 cm in air, two electric charges q1 = q2 = 16 x 10^-8 C are placed. Determine the electric force acting on q3 = 2 x 10^-6 C, placed at C, given that AC = BC = 8 cm."
DT005,DT,electrostatics_field,0.094,N,constant_answer_code,,"At two points A and B, 10 cm apart in the air, two point charges are placed: q1 = 6 x 10^-6 C and q2 = -6 x 10^-6 C. Determine the electric field strength caused by these two charges at point C, given that AC = BC = 12 cm. Calculate the electric force acting on a charge q3 = -3 x 10^-8 C placed at C."
DT007,DT,electrostatics_field,a/ \sqrt{2},m,constant_answer_code,,"Two electric charges q1 = q2 = q (with q > 0) are placed at two points A and B, with the distance AB = 2a (m). Point M is located on the perpendicular bisector of the line segment AB, at a distance h from AB. Determine the value of h for which the electric field strength at M is maximum, and calculate this value of h."
DT008,DT,electrostatics_field,/frac{2k \abs{q} h}{(a^2 + h^2)^1.5},V/m,constant_answer_code,,"Two charges, q1 = q2 = q (where q > 0, in Coulombs), are placed at points A and B, with the distance AB = 2a (meters). Point M is located on the perpendicular bisector of the line segment AB, at a distance h from AB. Determine the magnitude of the electric field vector at point M. Given k = 9 × 10^9."
DT019,DT,electrostatics_field,0,V/m,constant_answer_code,,"Place four charges of the same magnitude q at the four vertices of a square ABCD with side length a. Positive charges are placed at A and C, and negative charges are placed at B and D. Determine the net electric field at the intersection of the square's two diagonals."
DT025,DT,electrostatics_field,60,cm,constant_answer_code,,"Given two point charges located along the Ox axis: charge q1 = -9 x 10^-6 C is placed at the origin O, and charge q2 = 4 x 10^-6 C is located 20 cm from the origin. What is the coordinate on the Ox axis where the electric field strength is zero?"
DT027,DT,electrostatics_field,8,cm,constant_answer_code,,"Two point charges of the same sign and magnitudes such that q1 = 4q2 are placed at points A and B, which are 12 cm apart. Find the point where the net electric field is zero, and calculate its distance from A."
DT028,DT,electrostatics_field,4,cm,constant_answer_code,,"Given two point charges of the same sign and magnitudes q1 = 4q2, placed at A and B, separated by 12 cm. Find the point where the net electric field strength is zero, and calculate its distance from B."
DT036,DT,electrostatics_field,12,cm,constant_answer_code,,"At two points A and B, separated by 20 cm in air, charges q1 = -9 x 10⁻⁶ C and q2 = -4 x 10⁻⁶ C are placed. Find point M where the resultant electric field strength due to these two charges is zero. Calculate AM."
DT037,DT,electrostatics_field,8,cm,constant_answer_code,,"At two points A and B, separated by 20 cm in air, charges q1 = -9 x 10^-6 C and q2 = -4 x 10^-6 C are placed respectively. Find point M where the net electric field due to these two charges is zero. Calculate the distance BM."
DT040,DT,electrostatics_field,4 . 10^{-9},C,constant_answer_code,,"At two vertices A and B of an equilateral triangle ABC with side length 'a', two point charges q1 = q2 = 4 x 10^-9 C are placed in air. What value must charge q3 have at vertex C so that the electric field strength produced by the system of three charges at the centroid G of the triangle is zero?"
DT042,DT,electrostatics_field,-4 . 10^{-5},C,constant_answer_code,,"A point charge q is placed in a homogeneous, infinite medium with a dielectric constant of 2.5. At point M, 0.4m away from q, the electric field vector has a magnitude of 9 x 10^5 V / m and points towards the charge q. Which of the following statements is correct regarding the sign and magnitude of charge q?"
DT043,DT,electrostatics_field,2.56,mm,constant_answer_code,,"An electron moves along the electric field lines of a uniform electric field with an electric field strength E = 100 V / m. Its initial velocity is 300 km / s, in the direction of the electric field vector E. What distance does the electron travel before its velocity reduces to zero?"
DT044,DT,electrostatics_field,-40 . 10^{-6},C,constant_answer_code,,"A charge q is placed in a dielectric medium. At point M, 40 cm away from q, the electric field has a magnitude of 9 x 10^5 V / m and is directed towards the charge q. Given that the dielectric constant of the medium is 2.5. Determine the sign and magnitude of q."
DT046,DT,electrostatics_field,3 . 10^4,V/m,constant_answer_code,,"A charge q = 10^-7 C is placed in the electric field of a point charge Q, and experiences a force F = 3 mN. Calculate the electric field strength at the point where charge q is placed, given that the two charges are separated by a distance of 30 cm in a vacuum."
DT047,DT,electrostatics_field,1/2 . (1/ \sqrt{E_A} + 1/ \sqrt{E_B}),-,non_numeric_or_unitless,,"A charge q is placed at point O in the air. Ox is an electric field line. Take two points A and B on Ox. Let M be the midpoint of AB. E_A is the electric field strength at A, and E_B is the electric field strength at B. Determine 1/sqrt(E_M) in terms of E_A and E_B."
DT050,DT,electrostatics_field,1.6 × 10^-7,C,constant_answer_code,,"Two point charges q1 and q2 are placed at A and B, with AB = 2 cm. Given that q1 + q2 = 7 x 10^-8 C. At point M, which is 6 cm from q1 and 8 cm from q2, the net electric field strength is E = 0. Find q2."
DT054,DT,electrostatics_field,9.8 . 10^{5},N/C,constant_answer_code,,"Determine the electric field vector generated by a system of two point charges, q1 = 2 x 10^-7 C and q2 = -4 x 10^-7 C, at the midpoint of the line segment connecting the two charges. The charges are separated by 10 cm and are located in alcohol, which has a dielectric constant of ε = 2.2."
DT059,DT,electrostatics_field,7500,V/m,constant_answer_code,,"A dust particle with a mass of 3.6 x 10⁻¹⁵ kg, carrying an electric charge of 4.8 x 10⁻¹⁸ C, is in equilibrium between two oppositely charged, parallel horizontal metal plates. Calculate the electric field strength between the two metal plates. Take g = 10 m/s²."
DT061,DT,electrostatics_field,16,V/m,constant_answer_code,,"The electric field strength produced by a point charge at point A is 36 V / m, and at point B is 9 V / m. Points A and B lie on the same electric field line. What is the electric field strength at point C, the midpoint of AB?"
DT062,DT,electrostatics_field,-2.7 . 10^{-8},C,constant_answer_code,,"Four points A, B, C, D in air form a rectangle ABCD with sides AD = 3 cm and AB = 4 cm. Charges q1, q2, q3 are placed at A, B, and C respectively. Let vector E2 be the electric field vector produced by q2 at point D, and let vector E13 be the resultant electric field vector produced by charges q1 and q3 at point D. Determine the value of q1. Given that q2 = -12.5 x 10⁻⁸ C and vector E2 = vector E13."
DT063,DT,electrostatics_field,-6.4 . 10^{-8},C,constant_answer_code,,"Four points A, B, C, D in the air form a rectangle ABCD with sides AD = 3 cm and AB = 4 cm. Charges q1, q2, q3 are placed respectively at A, B, C. Let E2 be the electric field vector created by q2 at D, and E13 be the resultant electric field vector created by charges q1 and q3 at D. Determine the value of q3, given that q2 = −12.5 x 10⁻⁸ C and E2 = E13 (as vectors)."
DT073,DT,electrostatics_field,6.43 x 10^5,N/C,constant_answer_code,,"A thin, non-conducting rod of length L = 10 cm is uniformly charged with a linear charge density of λ = 5 x 10^-6 C/m. The rod lies along the z-axis, from z = 0 to z = L. Calculate the net electric field at point M, which is located at a distance r = 6 cm from the origin (point O) along the x-axis."
DT074,DT,electrostatics_field,1000000,N/C,constant_answer_code,,"Consider two wide, parallel insulating plates with surface charge densities of σ and (−σ), respectively. The distance between them is very small compared to the dimensions of the plates. What is the magnitude of the electric field at a point located between the two plates, given that σ = 8.85 × 10^-6 C/m^2?"
DT080,DT,electrostatics_field,3.4 . 10^{-7},kg,constant_answer_code,,"The electric field between two vertical, oppositely charged metal plates has a magnitude of 4900 V/m. Determine the mass of a dust particle placed in this electric field if it carries a charge q = 4.10^-10 C and is in equilibrium, with its suspension thread making an angle of 30° with the vertical."
DT081,DT,electrostatics_field,200000,V/m,constant_answer_code,,"Determine the magnitude of the electric field strength at point M in air, 3 cm away from a point charge q = 2.10⁻⁸ C."
DT083,DT,electrostatics_field,156154.35,V/m,constant_answer_code,,"A flat, circular conducting disk, with a radius R = 10 cm, is uniformly charged with a surface charge density σ. Calculate the axial component of the electric field strength, Ez, at point P located on the axis perpendicular to the center of the disk (i.e., the z-axis), at a distance z = 5 cm from the center of the disk, given that σ = 5 × 10^-6 C/m^2."
DT084,DT,electrostatics_field,245.91,N/C,constant_answer_code,,"At the three vertices of a right triangle (right-angled at A), with side lengths a = 50 cm, b = 40 cm, c = 30 cm, charges q1 = q2 = q3 = 10^–9 C are placed. Determine the electric field vector at point H, where H is the foot of the altitude dropped from vertex A."
DT087,DT,electrostatics_field,2000,V/m,constant_answer_code,,"A point charge q = 80 nC is fixed at O in oil. The dielectric constant of the oil is ε = 4. What is the electric field strength produced by q at point M, which is at a distance MO = 30 cm from O?"
DT091,DT,electrostatics_field,100,V/m,constant_answer_code,,A charge Q = 0.7 x 10^^-9 C is uniformly distributed along a semicircle with center O and radius R = 20 cm. Determine the electric field strength at O.
DT093,DT,electrostatics_field,4.25 . 10^5,V/m,constant_answer_code,,"Given three point charges: q1 = -2 μC, q2 = 3 μC, and q3 = -1 μC, placed at three collinear points A, B, and C. Point M is located to the left of A, and point N is located to the right of C, such that MA = AB = BC = CN = 10 cm. Calculate the magnitude of the electric field intensity (or electric field strength) at point N."
DT096,DT,electrostatics_field,0,N/C,constant_answer_code,,"Two identical point charges, q = 2.0 × 10^-9 C, are placed at points A and B, 6.0 cm apart in air. Calculate the magnitude of the electric field strength at the midpoint M of the segment AB."
DT097,DT,electrostatics_field,2.3 x 10^4,N/C,constant_answer_code,,"Two point charges, q₁ = +3 × 10^-9 C and q₂ = –3 × 10^-9 C, are placed at two points A and B, separated by 4 cm. Calculate the magnitude of the electric field strength at point M, which is located on the perpendicular bisector of AB, at a distance of 3 cm from the midpoint of AB."
DT100,DT,electrostatics_field,5.76 x 10^4,N/C,constant_answer_code,,"Two electric charges q₁ = +2 × 10^-8 C and q₂ = +2 × 10^-8 C are placed at two points A and B, separated by 8 cm. Calculate the magnitude of the electric field at point M, which lies on the perpendicular bisector of AB and is 6 cm away from AB."
LD002,LD,electrostatics_force,24.45 × 10^-3,N,constant_answer_code,,"Three electric charges are placed at three fixed points, forming a right-angled triangle ABC (right-angled at A), where AB = 4 m and BC = 5 m. The charges are qA = 5.0 μC, qB = -5.0 μC, and qC = 4.0 μC, respectively. Find the net electric force acting on the charge at A."
LD003,LD,electrostatics_force,6.76,N,constant_answer_code,,"Points A and B are separated by 20 cm in air. Charges q1 = -3 × 10^-6 C and q2 = 8 × 10^-6 C are placed at A and B, respectively. A test charge q3 = 2 × 10^-6 C is placed at point C such that AC = 12 cm and BC = 16 cm. Calculate the magnitude of the electric force acting on q3."
LD004,LD,electrostatics_force,5.234 × 10^-3,N,constant_answer_code,,"Two point charges q1 = 3 × 10^-8 C and q2 = 2 × 10^-8 C are placed at points A and B in a vacuum, with AB = 5 cm. A charge q0 = -2 × 10^-8 C is placed at M, where MA = 4 cm and MB = 3 cm. Calculate the net electric force acting on q0."
LD005,LD,electrostatics_force,9\sqrt{3} × 10^-27,N,constant_answer_code,,"Three electric charges, q1 = q2 = q3 = 1.6 × 10^-19 C, are placed at the three vertices of an equilateral triangle ABC with side length 16 cm in air. Determine the net electric force vector acting on q3."
LD006,LD,electrostatics_force,1.23 × 10^-3,N,constant_answer_code,,"Two point charges q1 = 10^-8 C and q2 = -3×10^-8 C are placed in air at two points A and B, 8 cm apart. A point charge q = 10^-8 C is placed at point M, which is on the perpendicular bisector of the line segment AB and 3 cm away from AB. Given k = 9×10^9 N.m^2/C^2. What is the magnitude of the net electric force exerted by q1 and q2 on q?"
LD007,LD,electrostatics_force,17.28,N,constant_answer_code,,"Two charges, q1 = +2×10^-6 C and q2 = -2×10^-6 C, are placed at points A and B in a vacuum, 6 cm apart. A third charge, q3 = +2×10^-6 C, is placed on the perpendicular bisector of the line segment AB, 4 cm away from AB. What is the magnitude of the net electric force exerted by q1 and q2 on q3?"
LD010,LD,electrostatics_force,6.24,N,constant_answer_code,,"Three charges q1 = +2 μC, q2 = +2 μC, and q3 = -2 μC are placed at the three vertices of an equilateral triangle with a side length of 10 cm. Calculate the magnitude of the net electric force acting on q3."
LD012,LD,electrostatics_force,0.39,N,constant_answer_code,,"Three charges q1 = +1 μC, q2 = +1 μC, and q3 = -1 μC are placed at the vertices of an equilateral triangle with side a = 20 cm. Calculate the magnitude of the net force acting on q3."
LD016,LD,electrostatics_force,1.27,N,constant_answer_code,,"Three identical charges q = +1 μC are placed at the three vertices of an isosceles right triangle, with sides of length a = 10 cm. Calculate the net force acting on the charge at the right angle vertex."
LD017,LD,electrostatics_force,3.6,N,constant_answer_code,,"Three charges: q1 = +3 μC, q2 = -2 μC, and q3 = +1 μC are placed 10 cm apart on a straight line. Calculate the force acting on q2."
LD018,LD,electrostatics_force,3.12,N,constant_answer_code,,Two identical charges q = +2 μC are placed at two vertices of an equilateral triangle with side length a = 0.1 m. A charge q′ = -1 μC is placed at the remaining vertex. Calculate the net electric force acting on q′.
LD019,LD,electrostatics_force,7.21,N,constant_answer_code,,"Two electric forces have magnitudes of 6 N and 8 N, acting at an angle of 120° to each other. Calculate the resultant force of these two forces."
LD020,LD,electrostatics_force,120,degree,constant_answer_code,,"A charge is acted upon by two forces, each of magnitude 10 N. Find the angle between the two forces if the resultant force is also 10 N."
LD022,LD,electrostatics_force,14.4,N,constant_answer_code,,"Two electric charges, q1 = +2 μC and q2 = -2 μC, are placed 10 cm apart. A charge q3 = +1 μC is placed at the midpoint of the line segment connecting q1 and q2. Calculate the net force acting on q3."
LD024,LD,electrostatics_force,06.04,N,constant_answer_code,,"Three charges q1 = +1 μC, q2 = -2 μC, q3 = +3 μC are placed at the vertices of an isosceles right triangle with legs of 0.1 m. Calculate the net force acting on q3."
LD025,LD,electrostatics_force,6.25,N,constant_answer_code,,"Two charges, q1 = +2 μC and q2 = +2 μC, are placed at the ends of a 10 cm long line segment. A third charge, q3 = -1 μC, is positioned along the line connecting q1 and q2. Calculate the net force acting on q3 when it is 4 cm away from q1."
LD026,LD,electrostatics_force,0.18,N,constant_answer_code,,"Two electric charges, q1 = 8 × 10^-8 C and q2 = -8 × 10^-8 C, are placed at points A and B respectively, in air (AB = 6 cm). Determine the force acting on a third charge q3 = 8 × 10^-8 C, given that: CA = 4 cm and CB = 2 cm."
LD028,LD,electrostatics_force,27.65 × 10^-3,N,constant_answer_code,,"Two point charges, q1 = 8 × 10⁻⁸ C and q2 = -8 × 10⁻⁸ C, are placed at points A and B, respectively, in air (AB = 6 cm). Determine the force acting on a third charge q3 = 8 × 10⁻⁸ C if it is placed at point C such that CA = CB = 5 cm."
LD030,LD,electrostatics_force,7.2 × 10^-4,N,constant_answer_code,,"Three charges, q1 = 8×10^-9 C, q2 = q3 = -8×10^-9 C, are placed at the three vertices of an equilateral triangle ABC with side length a = 6 cm, in air. Determine the net force acting on a charge q0 = 6×10^-9 C placed at the center O of the triangle."
LD031,LD,electrostatics_force,1.125 × 10^-1,N,constant_answer_code,,"In a vacuum, consider two electric charges q1 = -q2 = 10^-7 C placed at points A and B, separated by 8 cm. Determine the resultant force acting on electric charge q0 = 10^-7 C when q0 is placed at H, which is the midpoint of AB."
LD032,LD,electrostatics_force,0.05,N,constant_answer_code,,"In a vacuum, two charges q1 = 10^-7 C and q2 = -10^-7 C are placed at points A and B, separated by 8 cm. Determine the resultant force acting on a third charge q0 = 10^-7 C when q0 is placed at point M, 4 cm from A and 12 cm from B."
LD033,LD,electrostatics_force,8.4 × 10^-4,N,constant_answer_code,,"Three charges are placed at the three vertices of an equilateral triangle with side length a = 6 cm, in air: q1 = 6×10^-9 C, q2 = q3 = -8×10^-9 C. Determine the net force acting on a charge q0 = 8×10^-9 C placed at the center of the triangle."
LD034,LD,electrostatics_force,4 × 10^-6,N,constant_answer_code,,"Two point charges q1 = 2×10⁻² µC and q2 = -2×10⁻² µC are placed at points A and B, separated by a distance a = 30 cm in air. What is the magnitude of the electric force exerted on a charge qo = 2×10⁻⁹ C placed at point M, which is equidistant from A and B by a distance equal to 'a'?"
LD035,LD,electrostatics_force,0.36,N,constant_answer_code,,"Two point charges q1 = 4×10^-8 C and q2 = -4×10^-8 C are placed at points A and B, separated by a distance of 4 cm in air. What is the force acting on a charge q = 2×10^-7 C placed at the midpoint O of AB?"
LD037,LD,electrostatics_force,34.56,N,constant_answer_code,,"There are two charges, q1 = 2×10^-6 C and q2 = -2×10^-6 C, placed at points A and B respectively in a vacuum, separated by a distance of 6 cm. A third charge, q3 = 4×10^-6 C, is placed on the perpendicular bisector of AB, at a distance of 4 cm from the line segment AB. What is the magnitude of the net electric force exerted by charges q1 and q2 on charge q3?"
LD038,LD,electrostatics_force,2.45 × 10^-7,N,constant_answer_code,,"At the three vertices of right-angled triangle ABC (right-angled at A), with AB = 30 cm, AC = 40 cm, and BC = 50 cm, charges q1 = q2 = q3 = 10^-9 C are placed. Determine the magnitude of the net electric force acting on a charge q = 10^-9 C placed at point H, which is the foot of the altitude from A."
LD040,LD,electrostatics_force,15,N,constant_answer_code,,"Two point charges q1 = 3 μC and q2 = -2 μC are placed at points A and B, separated by 6 cm. Find the magnitude of the electric force acting on q1 by q2? (Take k = 9×10^9 N×m²/C²)"
LD042,LD,electrostatics_force,0,N,constant_answer_code,,"Two charges, q1 = +1 μC and q2 = +1 μC, are placed at points A and B, separated by 4 cm. Find the net force acting on a test charge q0 = +2 μC placed at point M, which is located precisely at the midpoint between A and B."
LD043,LD,electrostatics_force,0,N,constant_answer_code,,Three identical charges 'q' are placed at the three vertices of an equilateral triangle with side length 'a'. Find the net electric force acting on a test charge placed at the center of the triangle?
LD044,LD,electrostatics_force,9.45,N,constant_answer_code,,"Two point charges q1 = +2 μC and q2 = -2 μC are placed at two points A and B, separated by 6 cm. A test charge q0 = +1 μC is placed at point M, located on the extension of line AB, 4 cm from A and 10 cm from B. Calculate the magnitude of the net force acting on q0?"
LD045,LD,electrostatics_force,45,N,constant_answer_code,,"Two point charges, q1 = +1 μC and q2 = -4 μC, are placed 6 cm apart. Point M is located on the line segment connecting the two charges, 2 cm away from qCalculate the magnitude of the net force acting on a test charge placed at M, if q0 = +1 μC."
LD046,LD,electrostatics_force,26.2,N,constant_answer_code,,Two electric charges q1 = +2 μC and q2 = +3 μC are placed at two points 5 cm apart. A test charge q0 = +1 μC is placed at a point 3 cm from q1 and 4 cm from q2. What is the net electric force acting on q0? (Use k = 9×10^9)
LD047,LD,electrostatics_force,Hướng về phía q₂,-,non_numeric_or_unitless,,"A test charge is placed at a point whose distances to the two charges q1 = +2 μC and q2 = -3 μC are 3 cm and 4 cm, respectively. The two charges are fixed and separated by 7 cm. What is the direction of the net electric force acting on the test charge?"
LD048,LD,electrostatics_force,14.4,N,constant_answer_code,,"A charge q1 = +2 μC is at A and q2 = -2 μC is at B, separated by 10 cm. A test charge is placed at the midpoint of AB. Calculate the net force acting on the test charge? If q0 = +1 μC."
LD049,LD,electrostatics_force,14.34,N,constant_answer_code,,"Two charges, q1 = +5 μC and q2 = +5 μC, are placed at points A and B, 10 cm apart. Calculate the magnitude of the force acting on a test charge q0 = +1 μC placed at a point 6 cm from A and 8 cm from B."
LD050,LD,electrostatics_force,14.4,N,constant_answer_code,,"Two charges, q1 = +1 μC and q2 = -1 μC, are placed at two points 10 cm apart. A test charge q0 = +2 μC is placed at a point equidistant from the two charges and located on the line connecting q1 and q2. What is the magnitude of the net electric force acting on q0?"
LD052,LD,electrostatics_field,3.51 × 10^5,V/m,constant_answer_code,,"Two point charges, q1 = q2 = 16 × 10⁻⁸ C, are placed at points A and B, which are 10 cm apart in air. Determine the electric field strength produced by these two point charges at point C, given that AC = BC = 8 cm."
LD053,LD,electrostatics_field,3.125 × 10^6,V/m,constant_answer_code,,"At two points A and B, separated by 10 cm in the air, two charges q1 = -q2 = 6 × 10^-6 C are placed. Determine the electric field strength caused by these two point charges at point C, knowing that AC = BC = 12 cm."
LD054,LD,electrostatics_force,0.094,N,constant_answer_code,,"Two point charges, q1 = 6 × 10^-6 C and q2 = -6 × 10^-6 C, are placed in air at points A and B, separated by 10 cm.
 Calculate the electric force exerted on a charge q3 = -3 × 10^-8 C placed at C."
LD055,LD,electrostatics_force,0.7,N,constant_answer_code,,"At two points A and B, separated by 10 cm in air, two electric charges q1 = q2 = 16 × 10^-8 C are placed. Determine the electrostatic force acting on charge q3 = 2 × 10^-6 C, which is placed at point C. Given that AC = BC = 8 cm."
LD056,LD,electrostatics_field,33.6 × 10^5,V/m,constant_answer_code,,"At two points A and B, separated by 20 cm in air, two point charges q1 = 4 × 10^-6 C and q2 = -6.4 × 10^-6 C are placed. Determine the electric field strength caused by these two point charges at point C, knowing that AC = 12 cm and BC = 16 cm. Determine the electric force acting on charge q3 = -5 × 10^-8 C placed at C."
LD057,LD,electrostatics_force,0.17,N,constant_answer_code,,"At two points A and B, 20 cm apart in the air, two charges q1 = 4 × 10^-6 C and q2 = -6.4 × 10^-6 C are placed. Determine the electric force acting on a charge q3 = -5 × 10^-8 C placed at C."
LD060,LD,electrostatics_field,36000,V/m,constant_answer_code,,"Two electric charges, q1 = 5 × 10^-9 C and q2 = –5 × 10^-9 C, are placed 10 cm apart in a vacuum. What is the magnitude of the electric field strength at the midpoint of the line connecting the two charges?"
