id,source_numeric_id,source_id,topic,formula_id,answer,unit,style_index,generation_reason,question,explanation
TEG_NPF_flux_BS_005_00187,NPF_flux_BS_005,NPF_flux_BS_005,induction,magnetic_flux_from_B_area_angle,6e-07,Wb,1,missing_reference_cot,A flat coil surface of area 50 cm2 is aligned with a uniform magnetic field of 0.12 mT. Find the magnetic flux.,"The wording describes this situation: A flat coil surface of area 50 cm2 is aligned with a uniform magnetic field of 0.12 mT. Find the magnetic flux. The relevant quantities are magnetic field = 0.12 mT; area = 50 cm2, and the relation is Phi = B x S x cos(theta). Evaluating that relation for the extracted values gives 6e-07 Wb."
TEG_DDT370_00190,NP_semantic_DDT370,DDT370,capacitor,capacitor_energy_from_C_U,0.0125,J,5,reference_explanation_quality_rejected,A capacitor with a capacitance of 10 uF is charged to 50 V. Calculate the electric field energy in the capacitor.,"Reading the question literally, the known values are capacitance = 10 uF; voltage = 50 V. Those values are sufficient for energy (W) because the governing relation is W = 0.5 x C x U^2. Carrying out the calculator step W = 0.5 x C x U^2 gives 0.0125 J."
TEG_CH081_00192,NP_AUG_00099_NP_semantic_CH081,CH081,ac_resonance,rlc_resonance_inductance_from_C_f,633.257,mH,0,reference_explanation_quality_rejected,What inductance pairs with 4.0 uF to resonate at 100.0 Hz?,"The question asks for inductance (L), so the locked solver treats it as a AC resonance relation. The extracted data are capacitance = 4.0 uF; frequency = 100.0 Hz. Using L = 1/((2 x pi x f)^2 x C), the calculator evaluates L = 1/((2 x pi x f)^2 x C). After applying the requested output unit, the result is 633.257 mH."
TEG_THCB126_00193,NP_AUG_00764_NP_semantic_THCB126,THCB126,measurement_error,relative_error_from_absolute,0.285714,%,4,duplicate_verified_golden_expanded_replaced_by_locked_trace,A measured value is 70.0 cm with absolute uncertainty 0.2 cm. Calculate the relative error percentage.,"The quantities in the question are matched to the measurement-uncertainty relation: given 1 = 70.0 cm. The requested result is relative error (relative_error), so the calculation uses relative error = Delta x/x x 100%. The evaluated result is 0.285714 %."
TEG_DT159_00198,NP_AUG_00037_NP_semantic_DT159,DT159,electrostatics_force,force_from_charge_field,0.000108,N,2,duplicate_verified_golden_expanded_replaced_by_locked_trace,A charge of 6.0 nC is placed in a uniform electric field of 18000.0 V/m. Find the electric force.,"The problem context is preserved from the original question: A charge of 6.0 nC is placed in a uniform electric field of 18000.0 V/m. Find the electric force. The target is force (F). With charge = 6.0 nC; electric field = 18000.0 V/m, the verified relation F = |q|E is used. The calculator's substitution step is F = |q|E, leading to 0.000108 N."
TEG_THCB119_00200,NP_AUG_00694_NP_semantic_THCB119,THCB119,measurement_error,relative_error_from_absolute,1.66667,%,3,reference_explanation_quality_rejected,"For a measurement of 12.0 ohm with error 0.2 ohm, calculate relative error in percent.","First identify the requested quantity as relative error (relative_error). The usable values are given 1 = 12.0 ohm. For this measurement-uncertainty relation, the governing expression is relative error = Delta x/x x 100%. Substituting the extracted values gives relative error = Delta x/x x 100%; therefore the final value is 1.66667 %."
TEG_NL084_00202,NP_official_text_csv_NL084,NL084,induction,inductance_from_energy_current,0.0006,H,0,duplicate_official_text_replaced_by_locked_trace,An inductor has a current of 3 A and a magnetic field energy of 2.7 mJ. Calculate the inductance L (H).,"The question asks for inductance (inductance), so the locked solver treats it as a magnetic induction relation. The extracted data are current = 3 A; energy = 2.7 mJ. Using L = 2W/I^2, the calculator evaluates L = 2W/I^2. After applying the requested output unit, the result is 0.0006 H."
TEG_CH029_00203,NP_AUG_00551_NP_semantic_CH029,CH029,LC_oscillation,lc_frequency_from_L_C,100.658,Hz,0,reference_explanation_quality_rejected,A lossless LC tank uses 0.5 H and 5.0 uF. What is its frequency?,"The question asks for frequency (f), so the locked solver treats it as a ideal LC oscillator relation. The extracted data are inductance = 0.5 H; capacitance = 5.0 uF. Using f = 1/(2 x pi x sqrt(LC)), the calculator evaluates f = 1/(2 x pi x sqrt(LC)). After applying the requested output unit, the result is 100.658 Hz."
TEG_THCB105_00207,NP_semantic_THCB105,THCB105,measurement_error,relative_error_from_absolute,2.5,%,7,duplicate_verified_golden_expanded_replaced_by_locked_trace,The measured voltage is 4.0 ± 0.1 V. Calculate the percentage relative uncertainty.,"The calculation follows directly from the locked formula relative error = Delta x/x x 100%. After reading given 1 = 4.0 ± 0.1 V from the question, the calculator performs relative error = Delta x/x x 100%. This matches the requested relative error (relative_error), so the final answer is 2.5 %."
TEG_NPF_force_resultant_001_00213,NPF_force_resultant_001,NPF_force_resultant_001,general_physics,resultant_two_vectors_from_angle,41,N,4,missing_reference_cot,Two forces of 9 N and 40 N act at right angles on the same object. What is the resultant force?,"The quantities in the question are matched to the resultant two vectors from angle: force = 9 N; force = 40 N. The requested result is force (F), so the calculation uses R = sqrt(A^2+B^2+2AB x cos(theta)). The evaluated result is 41 N."
TEG_NPF_force_resultant_004_00214,NPF_force_resultant_004,NPF_force_resultant_004,general_physics,resultant_two_vectors_from_angle,10,N,6,missing_reference_cot,Two forces of 6 N and 8 N act at right angles on the same object. What is the resultant force?,"Because the question is asking for force (F), the solver does not use unrelated quantities. It keeps force = 6 N; force = 8 N and applies R = sqrt(A^2+B^2+2AB x cos(theta)). The verified computation is R = sqrt(A^2+B^2+2AB x cos(theta)), so the reported result is 10 N."
TEG_THCB195_00215,NP_semantic_THCB195,THCB195,circuit_power,power_from_voltage_current,18,W,0,reference_explanation_quality_rejected,A resistor is connected to a voltage U = 36 V and carries current I = 0.5 A. Calculate the electric power.,"The question asks for power (P), so the locked solver treats it as a electric power relation. The extracted data are voltage = 36 V; current = 0.5 A. Using P = U x I, the calculator evaluates P = U x I. After applying the requested output unit, the result is 18 W."
TEG_THCB101_00217,NP_AUG_00508_NP_semantic_THCB101,THCB101,measurement_error,relative_error_from_absolute,0.5,%,5,duplicate_verified_golden_expanded_replaced_by_locked_trace,Find the percentage error for measurement 48 cm if the absolute uncertainty is 0.24 cm.,"Reading the question literally, the known values are given 1 = 48 cm. Those values are sufficient for relative error (relative_error) because the governing relation is relative error = Delta x/x x 100%. Carrying out the calculator step relative error = Delta x/x x 100% gives 0.5 %."
TEG_THCB072_00219,NP_AUG_00126_NP_semantic_THCB072,THCB072,circuit_resistance,total_current_parallel_resistors_from_voltage,3,A,0,duplicate_verified_golden_expanded_replaced_by_locked_trace,Find the source current for a 8 V supply feeding parallel resistors 8 ohm and 4 ohm.,"The question asks for current (I), so the locked solver treats it as a circuit resistance relation. The extracted data are resistance = 8 ohm; resistance = 4 ohm; voltage = 8 V. Using I_total = U x sum(1/R_i), the calculator evaluates I_total = U x sum(1/R_i). After applying the requested output unit, the result is 3 A."
TEG_DT163_00220,NP_semantic_DT163,DT163,electrostatics_force,force_from_charge_field,0.00012,N,2,duplicate_verified_golden_expanded_replaced_by_locked_trace,A charge q = 5 nC is placed in a uniform electric field of magnitude 24000 V/m. Calculate the magnitude of the electric force acting on the charge.,"The problem context is preserved from the original question: A charge q = 5 nC is placed in a uniform electric field of magnitude 24000 V/m. Calculate the magnitude of the electric force acting on the charge. The target is force (F). With charge = 5 nC; electric field = 24000 V/m, the verified relation F = |q|E is used. The calculator's substitution step is F = |q|E, leading to 0.00012 N."
TEG_DDT323_00221,NP_AUG_00267_NP_semantic_DDT323,DDT323,circuit_resistance,current_from_voltage_resistance,10,A,2,reference_explanation_quality_rejected,"Across a resistor with resistance 10.0 ohm, the voltage is 100.0 V. Find the current through it.","The problem context is preserved from the original question: Across a resistor with resistance 10.0 ohm, the voltage is 100.0 V. Find the current through it. The target is current (I). With resistance = 10.0 ohm; voltage = 100.0 V, the verified relation I = U/R is used. The calculator's substitution step is I = U/R, leading to 10 A."
TEG_NPF_force_equilateral_002_00222,NPF_force_equilateral_002,NPF_force_equilateral_002,electrostatics_force,coulomb_force_equilateral_equal_charges,1.73205e-05,N,4,missing_reference_cot,Three equal positive charges of 4 nC are placed at the vertices of an equilateral triangle of side 12 cm. Find the resultant force on one charge.,"The quantities in the question are matched to the Coulomb-force relation: charge = 4 nC; distance = 12 cm. The requested result is force (F), so the calculation uses F_net = sqrt(3) x k x q^2/r^2. The evaluated result is 1.73205e-05 N."
TEG_DDT333_00223,NP_semantic_DDT333,DDT333,circuit_resistance,voltage_from_current_resistance,30,V,6,reference_explanation_quality_rejected,"Given a series RLC circuit with R = 15 ohm and an RMS current of 2 A, what is the total RMS voltage across the circuit when it is operating at resonance?","Because the question is asking for voltage (U), the solver does not use unrelated quantities. It keeps resistance = 15 ohm; current = 2 A and applies U = I x R. The verified computation is U = I x R, so the reported result is 30 V."
TEG_THCB119_00225,NP_AUG_00692_NP_semantic_THCB119,THCB119,measurement_error,relative_error_from_absolute,1.66667,%,1,reference_explanation_quality_rejected,"If the reading is 12.0 ohm and its error is 0.2 ohm, what is the relative error?","The wording describes this situation: If the reading is 12.0 ohm and its error is 0.2 ohm, what is the relative error? The relevant quantities are given 1 = 12.0 ohm, and the relation is relative error = Delta x/x x 100%. Evaluating that relation for the extracted values gives 1.66667 %."
TEG_THCB210_00227,NP_semantic_THCB210,THCB210,circuit_power,power_from_energy_time,30,W,4,reference_explanation_quality_rejected,An electrical device consumes energy A = 540 J in t = 18 s. Calculate its average power.,"The quantities in the question are matched to the electric power relation: energy = 540 J; time = 18 s. The requested result is power (P), so the calculation uses P = A/t. The evaluated result is 30 W."
TEG_NPF_power_sum_003_00228,NPF_power_sum_003,NPF_power_sum_003,circuit_power,power_total_sum,20,W,6,missing_reference_cot,Two devices dissipate 5 W and 15 W. What is their total power?,"Because the question is asking for power (P), the solver does not use unrelated quantities. It keeps power = 5 W; power = 15 W and applies P_total = sum(P_i). The verified computation is P_total = sum(P_i), so the reported result is 20 W."
TEG_LD401_00232,NP_AUG_00634_NP_semantic_LD401,LD401,electrostatics_force,coulomb_force_two_charges,7.2,N,5,duplicate_verified_golden_expanded_replaced_by_locked_trace,Two point charges 1.0 uC and 2.0 uC are separated by 5.0 cm. Calculate the electric force magnitude.,"Reading the question literally, the known values are charge = 1.0 uC; charge = 2.0 uC; distance = 5.0 cm. Those values are sufficient for force (F) because the governing relation is F = k x |q1 x q2|/r^2. Carrying out the calculator step F = k x |q1 x q2|/r^2 gives 7.2 N."
TEG_NL002_00239,NP_semantic_NL002,NL002,capacitor,capacitor_energy_from_C_U,90,mJ,3,reference_explanation_quality_rejected,"A capacitor has a capacitance C = 50 uF, and the voltage across its plates is 60 V. Calculate the energy (mJ) stored in the electric field.","First identify the requested quantity as energy (W). The usable values are capacitance = 50 uF; voltage = 60 V. For this capacitor relation, the governing expression is W = 0.5 x C x U^2. Substituting the extracted values gives W = 0.5 x C x U^2; therefore the final value is 90 mJ."
TEG_CH158_00240,NP_semantic_CH158,CH158,circuit_resistance,current_from_voltage_resistance,1.5,A,5,reference_explanation_quality_rejected,"An RMS voltage U = 90 V is applied to a series RLC circuit with R = 60 ohm, and the circuit is at resonance. Calculate the maximum RMS current Imax.","Reading the question literally, the known values are voltage = 90 V; resistance = 60 ohm. Those values are sufficient for current (I0) because the governing relation is I = U/R. Carrying out the calculator step I = U/R gives 1.5 A."
TEG_TD357_00242,NP_semantic_TD357,TD357,capacitor,capacitor_charge_from_C_U,50,uC,0,reference_explanation_quality_rejected,A capacitor with a capacitance of 5 uF is connected to a 10 V voltage source. Calculate the charge on the capacitor.,"The question asks for charge (Q), so the locked solver treats it as a capacitor relation. The extracted data are capacitance = 5 uF; voltage = 10 V. Using Q = C x U, the calculator evaluates Q = C x U. After applying the requested output unit, the result is 50 uC."
TEG_NL117_00243,NP_semantic_NL117,NL117,capacitor,capacitor_energy_from_C_U,27,mJ,2,reference_explanation_quality_rejected,A capacitor has C = 15 uF and U = 60 V. Calculate the stored electric field energy (mJ).,"The problem context is preserved from the original question: A capacitor has C = 15 uF and U = 60 V. Calculate the stored electric field energy (mJ). The target is energy (W). With capacitance = 15 uF; voltage = 60 V, the verified relation W = 0.5 x C x U^2 is used. The calculator's substitution step is W = 0.5 x C x U^2, leading to 27 mJ."
TEG_NL382_00244,NP_AUG_00543_NP_semantic_NL382,NL382,induction,inductor_energy_from_L_I,1.25,J,4,reference_explanation_quality_rejected,An inductor of 0.4 H carries 2.5 A. Calculate the magnetic energy stored.,"The quantities in the question are matched to the magnetic induction relation: inductance = 0.4 H; current = 2.5 A. The requested result is energy (I0), so the calculation uses W = 0.5 x L x I^2. The evaluated result is 1.25 J."
TEG_NPF_plate_C_eps_004_00245,NPF_plate_C_eps_004,NPF_plate_C_eps_004,capacitor,parallel_plate_capacitance_with_dielectric,119.532,pF,6,missing_reference_cot,"A parallel-plate capacitor has dielectric constant 1.8, plate area 75 cm2, and separation 1 mm. Calculate its capacitance.","Because the question is asking for capacitance (C), the solver does not use unrelated quantities. It keeps dielectric constant = 1.8; area = 75 cm2; distance = 1 mm and applies C = eps_r x eps0 x A/d. The verified computation is C = eps_r x eps0 x A/d, so the reported result is 119.532 pF."
TEG_CH038_00246,NP_semantic_CH038,CH038,LC_oscillation,lc_frequency_from_L_C,53.0516,Hz,0,reference_explanation_quality_rejected,A circuit consists of L=3 H and C=3 uF in series. Find the resonant frequency?,"The question asks for frequency (f), so the locked solver treats it as a ideal LC oscillator relation. The extracted data are inductance = 3 H; capacitance = 3 uF. Using f = 1/(2 x pi x sqrt(LC)), the calculator evaluates f = 1/(2 x pi x sqrt(LC)). After applying the requested output unit, the result is 53.0516 Hz."
TEG_NPF_force_right_002_00247,NPF_force_right_002,NPF_force_right_002,electrostatics_force,coulomb_force_right_angle_equal_charges,1.41421e-05,N,2,missing_reference_cot,Three equal charges of 4 nC occupy the corners of a right isosceles triangle. The charge at the right-angle corner is 12 cm from each of the other two charges. Find the net force on it.,"The problem context is preserved from the original question: Three equal charges of 4 nC occupy the corners of a right isosceles triangle. The charge at the right-angle corner is 12 cm from each of the other... The target is force (F). With charge = 4 nC; distance = 12 cm, the verified relation F_net = sqrt(2) x k x q^2/r^2 is used. The calculator's substitution step is F_net = sqrt(2) x k x q^2/r^2, leading to 1.41421e-05 N."
TEG_CH346_00248,NP_AUG_00377_NP_semantic_CH346,CH346,LC_oscillation,lc_frequency_from_L_C,83.882,Hz,4,reference_explanation_quality_rejected,An ideal LC circuit contains an inductor of 0.12 H and a capacitor of 30.0 uF. Find the frequency.,"The quantities in the question are matched to the ideal LC oscillator relation: inductance = 0.12 H; capacitance = 30.0 uF. The requested result is frequency (f), so the calculation uses f = 1/(2 x pi x sqrt(LC)). The evaluated result is 83.882 Hz."
TEG_NPF_power_U_PR_002_00249,NPF_power_U_PR_002,NPF_power_U_PR_002,circuit_power,voltage_from_power_resistance,64,V,6,missing_reference_cot,A load consumes 128 W and has resistance 32 ohm. Find the voltage across the load.,"Because the question is asking for voltage (U), the solver does not use unrelated quantities. It keeps power = 128 W; resistance = 32 ohm and applies U = sqrt(P x R). The verified computation is U = sqrt(P x R), so the reported result is 64 V."
TEG_NPF_rlc_I_004_00250,NPF_rlc_I_004,NPF_rlc_I_004,ac_resonance,rlc_series_current_from_U_R_XL_XC,1.87409,A,0,missing_reference_cot,"In a series RLC circuit, U = 36 V, R = 12 ohm, XL = 20 ohm, and XC = 5 ohm. Find the current.","The question asks for current (I), so the locked solver treats it as a AC resonance relation. The extracted data are voltage = 36 V; resistance = 12 ohm; inductive reactance = 20 ohm; capacitive reactance = 5 ohm. Using I = U/Z, the calculator evaluates I = U/Z. After applying the requested output unit, the result is 1.87409 A."
TEG_DDT380_00252,NP_semantic_DDT380,DDT380,induction,inductance_from_emf_current_change,0.02,H,3,reference_explanation_quality_rejected,"The current through a solenoid increases uniformly from 0 to 5 A over a period of 0.2 s. Given that the induced electromotive force is 0.5 V, determine the self-inductance.","First identify the requested quantity as inductance (L). The usable values are current = 5 A; time = 0.2 s; voltage = 0.5 V. For this magnetic induction relation, the governing expression is L = |e| x Delta t/|Delta I|. Substituting the extracted values gives L = |e| x Delta t/|Delta I|; therefore the final value is 0.02 H."
TEG_TD068_00253,NP_semantic_TD068,TD068,capacitor,parallel_plate_capacitance_from_area_distance,32.6762,pF,5,reference_explanation_quality_rejected,A parallel-plate air capacitor has a plate area of 31.0 cm^2 and the distance between the two plates is 0.84 mm. Calculate the capacitance of the capacitor.,"Reading the question literally, the known values are area = 31.0 cm2; distance = 0.84 mm. Those values are sufficient for capacitance (C) because the governing relation is C = eps0 x A/d. Carrying out the calculator step C = eps0 x A/d gives 32.6762 pF."
TEG_NPF_cap_W_QC_002_00255,NPF_cap_W_QC_002,NPF_cap_W_QC_002,capacitor,capacitor_energy_from_Q_C,0.1875,mJ,0,missing_reference_cot,A capacitor stores charge 75 uC with capacitance 15 uF. Find its stored energy.,"The question asks for energy (W), so the locked solver treats it as a capacitor relation. The extracted data are charge = 75 uC; capacitance = 15 uF. Using W = Q^2/(2C), the calculator evaluates W = Q^2/(2C). After applying the requested output unit, the result is 0.1875 mJ."
TEG_THCB220_00256,NP_AUG_00269_NP_semantic_THCB220,THCB220,circuit_resistance,resistance_from_voltage_current,24,ohm,2,reference_explanation_quality_rejected,A device has a potential difference of 36.0 V across it and carries 1.5 A. Determine its resistance in ohm.,"The problem context is preserved from the original question: A device has a potential difference of 36.0 V across it and carries 1.5 A. Determine its resistance in ohm. The target is resistance (R). With voltage = 36.0 V; current = 1.5 A, the verified relation R = U/I is used. The calculator's substitution step is R = U/I, leading to 24 ohm."
TEG_THCB164_00257,NP_AUG_00331_NP_semantic_THCB164,THCB164,circuit_resistance,total_current_parallel_resistors_from_voltage,0.64,A,6,duplicate_verified_golden_expanded_replaced_by_locked_trace,Find the source current for a 12.0 V supply feeding parallel resistors 30.0 ohm and 50.0 ohm.,"Because the question is asking for current (I), the solver does not use unrelated quantities. It keeps resistance = 30.0 ohm; resistance = 50.0 ohm; voltage = 12.0 V and applies I_total = U x sum(1/R_i). The verified computation is I_total = U x sum(1/R_i), so the reported result is 0.64 A."
TEG_THCB129_00260,NP_AUG_00797_NP_semantic_THCB129,THCB129,measurement_error,relative_error_from_absolute,0.454545,%,2,duplicate_verified_golden_expanded_replaced_by_locked_trace,A lab reading is reported as 176 V ± 0.8 V. Determine the percentage relative uncertainty.,"The problem context is preserved from the original question: A lab reading is reported as 176 V ± 0.8 V. Determine the percentage relative uncertainty. The target is relative error (relative_error). With given 1 = 176 V, the verified relation relative error = Delta x/x x 100% is used. The calculator's substitution step is relative error = Delta x/x x 100%, leading to 0.454545 %."
TEG_NPF_force_resultant_002_00262,NPF_force_resultant_002,NPF_force_resultant_002,general_physics,resultant_two_vectors_from_angle,25,N,3,missing_reference_cot,Two forces of 15 N and 20 N act at right angles on the same object. What is the resultant force?,"First identify the requested quantity as force (F). The usable values are force = 15 N; force = 20 N. For this resultant two vectors from angle, the governing expression is R = sqrt(A^2+B^2+2AB x cos(theta)). Substituting the extracted values gives R = sqrt(A^2+B^2+2AB x cos(theta)); therefore the final value is 25 N."
TEG_THCB091_00263,NP_semantic_THCB091,THCB091,measurement_error,relative_error_from_absolute,0.625,%,5,reference_explanation_quality_rejected,The measured value is 8.00 ± 0.05 cm. Calculate the percentage relative error.,"Reading the question literally, the known values are given 1 = 8.00 ± 0.05 cm. Those values are sufficient for relative error (relative_error) because the governing relation is relative error = Delta x/x x 100%. Carrying out the calculator step relative error = Delta x/x x 100% gives 0.625 %."
TEG_NPF_field_resultant_004_00264,NPF_field_resultant_004,NPF_field_resultant_004,electrostatics_field,electric_field_resultant_two_vectors_from_angle,1000,V/m,7,missing_reference_cot,Two perpendicular electric fields have magnitudes 600 V/m and 800 V/m. Calculate the resultant electric field.,"The calculation follows directly from the locked formula E = sqrt(E1^2+E2^2+2E1E2 x cos(theta)). After reading electric field = 600 V/m; electric field = 800 V/m from the question, the calculator performs E = sqrt(E1^2+E2^2+2E1E2 x cos(theta)). This matches the requested electric field (E), so the final answer is 1000 V/m."
TEG_CH030_00265,NP_AUG_00559_NP_semantic_CH030,CH030,LC_oscillation,lc_frequency_from_L_C,159.155,Hz,1,reference_explanation_quality_rejected,"For an LC oscillator with L = 0.02 H and C = 50.0 uF, calculate the frequency.","The wording describes this situation: For an LC oscillator with L = 0.02 H and C = 50.0 uF, calculate the frequency. The relevant quantities are inductance = 0.02 H; capacitance = 50.0 uF, and the relation is f = 1/(2 x pi x sqrt(LC)). Evaluating that relation for the extracted values gives 159.155 Hz."
TEG_THCB105_00266,NP_AUG_00541_NP_semantic_THCB105,THCB105,measurement_error,relative_error_from_absolute,2.5,%,5,duplicate_verified_golden_expanded_replaced_by_locked_trace,"For a measurement of 4.0 V with error 0.1 V, calculate relative error in percent.","Reading the question literally, the known values are given 1 = 4.0 V. Those values are sufficient for relative error (relative_error) because the governing relation is relative error = Delta x/x x 100%. Carrying out the calculator step relative error = Delta x/x x 100% gives 2.5 %."
TEG_LD040_00267,NP_AUG_00456_NP_semantic_LD040,LD040,electrostatics_force,coulomb_force_two_charges,15,N,7,duplicate_verified_golden_expanded_replaced_by_locked_trace,Two point charges 2.4 uC and -1.6 uC are separated by 4.8 cm. Calculate the electric force magnitude.,"The calculation follows directly from the locked formula F = k x |q1 x q2|/r^2. After reading charge = 2.4 uC; charge = -1.6 uC; distance = 4.8 cm from the question, the calculator performs F = k x |q1 x q2|/r^2. This matches the requested force (F), so the final answer is 15 N."
TEG_LD040_00268,NP_AUG_00454_NP_semantic_LD040,LD040,electrostatics_force,coulomb_force_two_charges,15,N,1,duplicate_verified_golden_expanded_replaced_by_locked_trace,Find the Coulomb force between charges 2.4 uC and -1.6 uC at distance 4.8 cm.,"The wording describes this situation: Find the Coulomb force between charges 2.4 uC and -1.6 uC at distance 4.8 cm. The relevant quantities are charge = 2.4 uC; charge = -1.6 uC; distance = 4.8 cm, and the relation is F = k x |q1 x q2|/r^2. Evaluating that relation for the extracted values gives 15 N."
TEG_NPF_ind_I_WL_000_00270,NPF_ind_I_WL_000,NPF_ind_I_WL_000,induction,inductor_current_from_energy_inductance,0.158114,A,2,missing_reference_cot,An inductor with inductance 0.5 H stores magnetic energy 6.25 mJ. What is the current?,"The problem context is preserved from the original question: An inductor with inductance 0.5 H stores magnetic energy 6.25 mJ. What is the current? The target is current (I). With inductance = 0.5 H; energy = 6.25 mJ, the verified relation I = sqrt(2W/L) is used. The calculator's substitution step is I = sqrt(2W/L), leading to 0.158114 A."
TEG_NPF_field_two_angle_003_00272,NPF_field_two_angle_003,NPF_field_two_angle_003,electrostatics_field,electric_field_two_charges_angle,4718.65,V/m,5,missing_reference_cot,"At a point, charges 7 nC and 1 nC create electric-field directions separated by 60 degrees. Each charge is 12 cm from the point. Find the resultant electric field.","Reading the question literally, the known values are charge = 7 nC; charge = 1 nC; distance = 12 cm. Those values are sufficient for electric field (E) because the governing relation is E = sqrt(E1^2+E2^2+2E1E2 x cos(theta)). Carrying out the calculator step E = sqrt(E1^2+E2^2+2E1E2 x cos(theta)) gives 4718.65 V/m."
TEG_CH073_00273,NP_AUG_00718_NP_semantic_CH073,CH073,ac_resonance,rlc_resonance_inductance_from_C_f,101.321,mH,1,duplicate_verified_golden_expanded_replaced_by_locked_trace,"For resonance at 50.0 Hz with C = 100.0 uF, calculate L.","The wording describes this situation: For resonance at 50.0 Hz with C = 100.0 uF, calculate L. The relevant quantities are capacitance = 100.0 uF; frequency = 50.0 Hz, and the relation is L = 1/((2 x pi x f)^2 x C). Evaluating that relation for the extracted values gives 101.321 mH."
TEG_NPF_plate_E_Ud_003_00275,NPF_plate_E_Ud_003,NPF_plate_E_Ud_003,electrostatics_field,parallel_plate_field_from_voltage_distance,50000,V/m,2,missing_reference_cot,Two parallel plates have a potential difference of 1000 V and are separated by 2 cm. Find the electric field between them.,"The problem context is preserved from the original question: Two parallel plates have a potential difference of 1000 V and are separated by 2 cm. Find the electric field between them. The target is electric field (E). With voltage = 1000 V; distance = 2 cm, the verified relation E = U/d is used. The calculator's substitution step is E = U/d, leading to 50000 V/m."
TEG_NPF_dR_UI_005_00276,NPF_dR_UI_005,NPF_dR_UI_005,measurement_error,resistance_uncertainty_from_voltage_current,1,ohm,4,missing_reference_cot,A resistance is measured using U = 18 V with uncertainty 0.3 V and I = 0.9 A with uncertainty 0.03 A. Find the absolute uncertainty of R.,"The quantities in the question are matched to the measurement-uncertainty relation: voltage = 18 V; current = 0.9 A. The requested result is resistance uncertainty (Delta_R), so the calculation uses Delta R = R(Delta U/U + Delta I/I). The evaluated result is 1 ohm."
TEG_NPF_wire_R_000_00277,NPF_wire_R_000,NPF_wire_R_000,circuit_resistance,wire_resistance_from_resistivity_length_area,0.22,ohm,6,missing_reference_cot,"A uniform wire has resistivity 1.1e-06 ohm m, length 0.8 m, and cross-sectional area 4e-06 m2. Calculate its resistance.","Because the question is asking for resistance (R), the solver does not use unrelated quantities. It keeps resistivity = 1.1e-06 ohm m; distance = 0.8 m; area = 4e-06 m2 and applies R = rho x l/S. The verified computation is R = rho x l/S, so the reported result is 0.22 ohm."
TEG_NPF_cap_W_QU_001_00278,NPF_cap_W_QU_001,NPF_cap_W_QU_001,capacitor,capacitor_energy_from_Q_U,0.0625,mJ,0,missing_reference_cot,A charged capacitor has charge 25 uC and voltage 5 V. Calculate the stored electric energy.,"The question asks for energy (W), so the locked solver treats it as a capacitor relation. The extracted data are charge = 25 uC; voltage = 5 V. Using W = 0.5 x Q x U, the calculator evaluates W = 0.5 x Q x U. After applying the requested output unit, the result is 0.0625 mJ."
TEG_LD411_00279,NP_AUG_00080_NP_semantic_LD411,LD411,electrostatics_force,coulomb_force_two_charges,6.66667,N,4,duplicate_verified_golden_expanded_replaced_by_locked_trace,Find the Coulomb force between charges 0.8 uC and 4.8 uC at distance 7.2 cm.,"The quantities in the question are matched to the Coulomb-force relation: charge = 0.8 uC; charge = 4.8 uC; distance = 7.2 cm. The requested result is force (F), so the calculation uses F = k x |q1 x q2|/r^2. The evaluated result is 6.66667 N."
TEG_CH078_00280,NP_AUG_00519_NP_semantic_CH078,CH078,ac_resonance,rlc_resonance_capacitance_from_L_f,5.62895,uF,4,reference_explanation_quality_rejected,A series RLC circuit resonates at 75.0 Hz with inductance 0.8 H. Find the required capacitance.,"The quantities in the question are matched to the AC resonance relation: frequency = 75.0 Hz; inductance = 0.8 H. The requested result is capacitance (C), so the calculation uses C = 1/((2 x pi x f)^2 x L). The evaluated result is 5.62895 uF."
TEG_TD375_00281,NP_semantic_TD375,TD375,capacitor,capacitor_voltage_from_energy_capacitance,22.3607,V,6,reference_explanation_quality_rejected,A capacitor has a capacitance of 4 uF. What voltage must be applied to it for it to store 1 mJ of energy?,"Because the question is asking for voltage (U), the solver does not use unrelated quantities. It keeps capacitance = 4 uF; energy = 1 mJ and applies U = sqrt(2W/C). The verified computation is U = sqrt(2W/C), so the reported result is 22.3607 V."
TEG_DT128_00286,NP_AUG_00421_NP_semantic_DT128,DT128,electrostatics_field,electric_field_point_charge_or_superposition,5555.56,V/m,6,duplicate_verified_golden_expanded_replaced_by_locked_trace,Find the electric field at a point 9.0 cm away from a charge 5.0 nC.,"Because the question is asking for electric field (E), the solver does not use unrelated quantities. It keeps charge = 5.0 nC; distance = 9.0 cm and applies E = k x |q|/r^2. The verified computation is E = k x |q|/r^2, so the reported result is 5555.56 V/m."
TEG_DDT147_00287,NP_semantic_DDT147,DDT147,induction,inductor_energy_from_L_I,112.5,mJ,0,duplicate_verified_golden_expanded_replaced_by_locked_trace,"A solenoid has a cross-sectional area of 10 cm^2, an inductance of 0.1 H, and a current of 1.5 A flowing through it. Calculate the magnetic field energy stored in the solenoid.","The question asks for energy (W), so the locked solver treats it as a magnetic induction relation. The extracted data are area = 10 cm2; inductance = 0.1 H; current = 1.5 A. Using W = 0.5 x L x I^2, the calculator evaluates W = 0.5 x L x I^2. After applying the requested output unit, the result is 112.5 mJ."
